Term,RGB
short loc_401D77,"rgb(105, 169, 8)"
call sub_401923,"rgb(105, 168, 9)"
call sub_402299,"rgb(105, 167, 10)"
short loc_401F93,"rgb(105, 166, 11)"
esi [edx+0Ch],"rgb(105, 165, 12)"
call sub_40154B,"rgb(105, 164, 13)"
esi [ebx+0Ch],"rgb(105, 163, 14)"
short loc_401C2B,"rgb(105, 162, 15)"
eax 122h,"rgb(105, 161, 16)"
call sub_401EB6,"rgb(105, 160, 17)"
short loc_40646E,"rgb(105, 159, 18)"
esi [edx-0C4h],"rgb(105, 158, 19)"
esi [edx-68h],"rgb(105, 157, 20)"
esi [edx-50h],"rgb(105, 156, 21)"
esi [edx-7Ch],"rgb(105, 155, 22)"
eax 1412h,"rgb(105, 154, 23)"
edx 118Eh,"rgb(105, 153, 24)"
call sub_401BD1,"rgb(105, 152, 25)"
call sub_401B8D,"rgb(105, 151, 26)"
eax 0E84h,"rgb(105, 150, 27)"
short loc_401840,"rgb(105, 149, 28)"
short loc_4017E1,"rgb(105, 148, 29)"
edx 352Ah,"rgb(105, 147, 30)"
edx 3495h,"rgb(105, 146, 31)"
mov [ecx+38h],"rgb(105, 145, 32)"
eax 131h,"rgb(105, 144, 33)"
ecx 245Bh,"rgb(105, 143, 34)"
eax 1029h,"rgb(105, 142, 35)"
edx 0FFFFFFDCh,"rgb(105, 141, 36)"
short loc_4014E3,"rgb(105, 140, 37)"
call sub_40212F,"rgb(105, 139, 38)"
ebx [esi-98h],"rgb(105, 138, 39)"
edx [eax-40h],"rgb(105, 137, 40)"
call sub_401B82,"rgb(105, 136, 41)"
ebx 0FFFFFFD3h,"rgb(105, 135, 42)"
call sub_401C69,"rgb(105, 134, 43)"
call sub_401AD6,"rgb(105, 133, 44)"
short loc_401FA7,"rgb(105, 132, 45)"
call sub_401C12,"rgb(105, 131, 46)"
call sub_401C0E,"rgb(105, 130, 47)"
short loc_401E27,"rgb(105, 129, 48)"
short loc_402103,"rgb(105, 128, 49)"
edi [esi-18h],"rgb(104, 178, 0)"
short loc_40227F,"rgb(104, 177, 1)"
short loc_4020A3,"rgb(104, 176, 2)"
ebx 0FFFFFF9Ch,"rgb(104, 175, 3)"
ebx 0FFFFFFACh,"rgb(104, 174, 4)"
short loc_4022BF,"rgb(104, 173, 5)"
short loc_402297,"rgb(104, 172, 6)"
ecx 0FFFFFF9Ch,"rgb(104, 171, 7)"
[eax] 1Ah,"rgb(104, 170, 8)"
short loc_4018F9,"rgb(104, 169, 9)"
short loc_4018BC,"rgb(104, 168, 10)"
short loc_4018C8,"rgb(104, 167, 11)"
short loc_4017A0,"rgb(104, 166, 12)"
short loc_4022A3,"rgb(104, 165, 13)"
short loc_4017C1,"rgb(104, 164, 14)"
short loc_4017CC,"rgb(104, 163, 15)"
short loc_4017F7,"rgb(104, 162, 16)"
ptr [edi-14h],"rgb(104, 161, 17)"
[esi+0A4h] ebx,"rgb(104, 160, 18)"
short loc_40219F,"rgb(104, 159, 19)"
short loc_40220B,"rgb(104, 158, 20)"
ecx 3B8Ch,"rgb(104, 157, 21)"
short loc_4017F5,"rgb(104, 156, 22)"
edx [ecx-2Ch],"rgb(104, 155, 23)"
short loc_40122F,"rgb(104, 154, 24)"
call sub_4013BB,"rgb(104, 153, 25)"
call sub_401357,"rgb(104, 152, 26)"
[ecx] 8,"rgb(104, 151, 27)"
mov [ebx+0D0h],"rgb(104, 150, 28)"
edi [ebx+98h],"rgb(104, 149, 29)"
edi [ebx-0A0h],"rgb(104, 148, 30)"
mov [esi+98h],"rgb(104, 147, 31)"
edi [ebx-1Ch],"rgb(104, 146, 32)"
ecx [eax+0A4h],"rgb(104, 145, 33)"
edi [ebx+94h],"rgb(104, 144, 34)"
short loc_40250B,"rgb(104, 143, 35)"
short loc_4024FE,"rgb(104, 142, 36)"
short loc_4024BB,"rgb(104, 141, 37)"
eax [edx-70h],"rgb(104, 140, 38)"
edi [edx-8],"rgb(104, 139, 39)"
edi [ecx-60h],"rgb(104, 138, 40)"
edi [esi-94h],"rgb(104, 137, 41)"
edi [esi-64h],"rgb(104, 136, 42)"
call sub_4013F2,"rgb(104, 135, 43)"
call sub_40136A,"rgb(104, 134, 44)"
ebx 0FFFFFF8Bh,"rgb(104, 133, 45)"
short loc_407E04,"rgb(104, 132, 46)"
mov [esi+0ACh],"rgb(104, 131, 47)"
mov [esi+0A0h],"rgb(104, 130, 48)"
eax [edi+70h],"rgb(104, 129, 49)"
edi [ebp+var_58],"rgb(103, 179, 0)"
eax [edx-0D4h],"rgb(103, 178, 1)"
eax [edi-0D8h],"rgb(103, 177, 2)"
ecx 25CCh,"rgb(103, 176, 3)"
[ebp+var_C] 3Ch,"rgb(103, 175, 4)"
ecx 19F3h,"rgb(103, 174, 5)"
short loc_4017E2,"rgb(103, 173, 6)"
[edx] ch,"rgb(103, 172, 7)"
[esi+0A0h] ebx,"rgb(103, 171, 8)"
[esi+0B8h] eax,"rgb(103, 170, 9)"
short loc_4017A4,"rgb(103, 169, 10)"
short loc_4017A2,"rgb(103, 168, 11)"
and [ebp-34h],"rgb(103, 167, 12)"
short loc_402187,"rgb(103, 166, 13)"
short loc_4021EB,"rgb(103, 165, 14)"
[ebp+var_C] 6Fh,"rgb(103, 164, 15)"
short loc_402305,"rgb(103, 163, 16)"
short loc_4022EB,"rgb(103, 162, 17)"
eax 3322h,"rgb(103, 161, 18)"
eax 3262h,"rgb(103, 160, 19)"
short loc_40217F,"rgb(103, 159, 20)"
[ebp+var_C] 64h,"rgb(103, 158, 21)"
short loc_4020DB,"rgb(103, 157, 22)"
[ebp+var_C] 1Bh,"rgb(103, 156, 23)"
short loc_40208F,"rgb(103, 155, 24)"
[ebp+var_C] 36h,"rgb(103, 154, 25)"
short loc_402237,"rgb(103, 153, 26)"
short loc_401F9D,"rgb(103, 152, 27)"
short loc_401E92,"rgb(103, 151, 28)"
short loc_40208B,"rgb(103, 150, 29)"
short loc_4020BB,"rgb(103, 149, 30)"
[ebp+var_C] 4Fh,"rgb(103, 148, 31)"
edx [ebx+0Ch],"rgb(103, 147, 32)"
short loc_401F84,"rgb(103, 146, 33)"
call sub_401E0A,"rgb(103, 145, 34)"
[ebp+var_C] 42h,"rgb(103, 144, 35)"
short loc_40213D,"rgb(103, 143, 36)"
short loc_40211B,"rgb(103, 142, 37)"
short loc_401EB3,"rgb(103, 141, 38)"
ebx [edx+10h],"rgb(103, 140, 39)"
short loc_402007,"rgb(103, 139, 40)"
short loc_401E2A,"rgb(103, 138, 41)"
call sub_40180F,"rgb(103, 137, 42)"
short loc_402147,"rgb(103, 136, 43)"
short loc_401F8F,"rgb(103, 135, 44)"
short loc_402212,"rgb(103, 134, 45)"
short loc_402230,"rgb(103, 133, 46)"
short loc_40222F,"rgb(103, 132, 47)"
short loc_402261,"rgb(103, 131, 48)"
call sub_401FBD,"rgb(103, 130, 49)"
edx [eax-48h],"rgb(102, 179, 1)"
edx [esi+9Ch],"rgb(102, 178, 2)"
call sub_4022D3,"rgb(102, 177, 3)"
dw 20h,"rgb(102, 176, 4)"
short loc_401F0F,"rgb(102, 175, 5)"
call sub_401473,"rgb(102, 174, 6)"
call sub_401356,"rgb(102, 173, 7)"
short loc_409D4A,"rgb(102, 172, 8)"
short loc_401E33,"rgb(102, 171, 9)"
short loc_401C4F,"rgb(102, 170, 10)"
short loc_401FF7,"rgb(102, 169, 11)"
ecx 397Bh,"rgb(102, 168, 12)"
short loc_402034,"rgb(102, 167, 13)"
call sub_4022A2,"rgb(102, 166, 14)"
esi [eax+0D4h],"rgb(102, 165, 15)"
esi [edx-3Ch],"rgb(102, 164, 16)"
esi [edx-80h],"rgb(102, 163, 17)"
edi [ebx+14h],"rgb(102, 162, 18)"
call sub_4012A2,"rgb(102, 161, 19)"
short loc_401BCF,"rgb(102, 160, 20)"
short loc_401D25,"rgb(102, 159, 21)"
short loc_401B55,"rgb(102, 158, 22)"
short loc_401B30,"rgb(102, 157, 23)"
short loc_401A2F,"rgb(102, 156, 24)"
short loc_4019BB,"rgb(102, 155, 25)"
edx 0FFFFFFBDh,"rgb(102, 154, 26)"
short loc_401C9D,"rgb(102, 153, 27)"
short loc_401EAF,"rgb(102, 152, 28)"
short loc_401EF2,"rgb(102, 151, 29)"
call sub_4023B4,"rgb(102, 150, 30)"
edx 0FFFFFF8Bh,"rgb(102, 149, 31)"
call sub_40220B,"rgb(102, 148, 32)"
short loc_401FFE,"rgb(102, 147, 33)"
call sub_4019BA,"rgb(102, 146, 34)"
short loc_40182F,"rgb(102, 145, 35)"
call sub_402327,"rgb(102, 144, 36)"
neg dword,"rgb(102, 143, 37)"
short loc_401727,"rgb(102, 142, 38)"
db 8Bh,"rgb(102, 141, 39)"
short loc_401CFE,"rgb(102, 140, 40)"
short loc_401D1E,"rgb(102, 139, 41)"
edx 0FFFFFF98h,"rgb(102, 138, 42)"
short loc_401AFC,"rgb(102, 137, 43)"
eax [ecx+104h],"rgb(102, 136, 44)"
eax [ebx+68h],"rgb(102, 135, 45)"
esi [eax+94h],"rgb(102, 134, 46)"
esi [edi+0ECh],"rgb(102, 133, 47)"
dw 100h,"rgb(102, 132, 48)"
call sub_40215A,"rgb(102, 131, 49)"
call sub_4020AF,"rgb(101, 179, 2)"
esi [ecx-0A4h],"rgb(101, 178, 3)"
esi [eax+70h],"rgb(101, 177, 4)"
esi [ecx-3Ch],"rgb(101, 176, 5)"
[esi+38h] eax,"rgb(101, 175, 6)"
edi [ebx+34h],"rgb(101, 174, 7)"
esi [ecx-8Ch],"rgb(101, 173, 8)"
[ecx+24h] eax,"rgb(101, 172, 9)"
esi [edx+30h],"rgb(101, 171, 10)"
call sub_402312,"rgb(101, 170, 11)"
call sub_4023A1,"rgb(101, 169, 12)"
esi [eax+0A8h],"rgb(101, 168, 13)"
esi [eax+0B0h],"rgb(101, 167, 14)"
short loc_40198B,"rgb(101, 166, 15)"
short loc_401B77,"rgb(101, 165, 16)"
short loc_40192D,"rgb(101, 164, 17)"
short loc_4018DB,"rgb(101, 163, 18)"
esi [ecx+94h],"rgb(101, 162, 19)"
short loc_401973,"rgb(101, 161, 20)"
call sub_402141,"rgb(101, 160, 21)"
ebx [eax-5Ch],"rgb(101, 159, 22)"
short loc_4015FF,"rgb(101, 158, 23)"
[esi+24h] edi,"rgb(101, 157, 24)"
call sub_402079,"rgb(101, 156, 25)"
short loc_40177D,"rgb(101, 155, 26)"
short loc_401791,"rgb(101, 154, 27)"
short loc_401807,"rgb(101, 153, 28)"
short loc_401A83,"rgb(101, 152, 29)"
short loc_401AC8,"rgb(101, 151, 30)"
eax [edx+64h],"rgb(101, 150, 31)"
edx 0FFFFFFC5h,"rgb(101, 149, 32)"
edi [eax-7Ch],"rgb(101, 148, 33)"
edi [ebp-1Ch],"rgb(101, 147, 34)"
short loc_40147F,"rgb(101, 146, 35)"
ebx 0FFFFFFD2h,"rgb(101, 145, 36)"
ebx 0FFFFFFAAh,"rgb(101, 144, 37)"
short loc_40165B,"rgb(101, 143, 38)"
short loc_401343,"rgb(101, 142, 39)"
call sub_401157,"rgb(101, 141, 40)"
esi 0FFFFFFB5h,"rgb(101, 140, 41)"
short loc_4015C4,"rgb(101, 139, 42)"
short loc_40187B,"rgb(101, 138, 43)"
edi [eax+9Ch],"rgb(101, 137, 44)"
edi [eax-0E0h],"rgb(101, 136, 45)"
edi [ebx-44h],"rgb(101, 135, 46)"
call sub_402414,"rgb(101, 134, 47)"
call sub_40230F,"rgb(101, 133, 48)"
call sub_402316,"rgb(101, 132, 49)"
esi [ecx+6Ch],"rgb(100, 179, 3)"
eax 225h,"rgb(100, 178, 4)"
short loc_4014D3,"rgb(100, 177, 5)"
short loc_401747,"rgb(100, 176, 6)"
esi [ebx-88h],"rgb(100, 175, 7)"
esi [ecx+0C0h],"rgb(100, 174, 8)"
esi [eax+50h],"rgb(100, 173, 9)"
esi [edx+7Ch],"rgb(100, 172, 10)"
short loc_4018EF,"rgb(100, 171, 11)"
short loc_401684,"rgb(100, 170, 12)"
short loc_401683,"rgb(100, 169, 13)"
short loc_401A07,"rgb(100, 168, 14)"
call sub_402265,"rgb(100, 167, 15)"
call sub_4021B4,"rgb(100, 166, 16)"
esi 0FFFFFFB2h,"rgb(100, 165, 17)"
call sub_402021,"rgb(100, 164, 18)"
call sub_402037,"rgb(100, 163, 19)"
call sub_401FBB,"rgb(100, 162, 20)"
call sub_401C13,"rgb(100, 161, 21)"
call sub_401E49,"rgb(100, 160, 22)"
call sub_401EB1,"rgb(100, 159, 23)"
call sub_401E8D,"rgb(100, 158, 24)"
short loc_40120B,"rgb(100, 157, 25)"
esi 0FFFFFF90h,"rgb(100, 156, 26)"
short loc_40142B,"rgb(100, 155, 27)"
edi [ecx-64h],"rgb(100, 154, 28)"
edi [ecx-58h],"rgb(100, 153, 29)"
ecx [edi+3Ch],"rgb(100, 152, 30)"
short loc_40134A,"rgb(100, 151, 31)"
short loc_401378,"rgb(100, 150, 32)"
short loc_40136A,"rgb(100, 149, 33)"
short loc_401893,"rgb(100, 148, 34)"
short loc_4018AD,"rgb(100, 147, 35)"
short loc_40142F,"rgb(100, 146, 36)"
short loc_4013EF,"rgb(100, 145, 37)"
short loc_40112B,"rgb(100, 144, 38)"
short loc_4012EB,"rgb(100, 143, 39)"
edx [esi+4],"rgb(100, 142, 40)"
call sub_4019D2,"rgb(100, 141, 41)"
ebx [esi+58h],"rgb(100, 140, 42)"
short loc_401207,"rgb(100, 139, 43)"
short loc_4011D6,"rgb(100, 138, 44)"
short loc_401563,"rgb(100, 137, 45)"
ecx [edi+10h],"rgb(100, 136, 46)"
esi [ebx-0F0h],"rgb(100, 135, 47)"
short loc_401373,"rgb(100, 134, 48)"
ecx 1A27h,"rgb(100, 133, 49)"
short loc_40145F,"rgb(107, 172, 2)"
call sub_401D27,"rgb(107, 171, 3)"
call sub_4015A9,"rgb(107, 170, 4)"
call sub_401CBA,"rgb(107, 169, 5)"
short loc_4010E7,"rgb(107, 168, 6)"
short loc_4016F8,"rgb(107, 167, 7)"
short loc_4098E3,"rgb(107, 166, 8)"
call sub_4024B3,"rgb(107, 165, 9)"
call sub_40252F,"rgb(107, 164, 10)"
call sub_40205A,"rgb(107, 163, 11)"
call sub_402041,"rgb(107, 162, 12)"
ebx 0FFFFFFBFh,"rgb(107, 161, 13)"
edi [edx-14h],"rgb(107, 160, 14)"
edi [edx+2Ch],"rgb(107, 159, 15)"
short loc_401162,"rgb(107, 158, 16)"
short loc_401193,"rgb(107, 157, 17)"
short loc_401228,"rgb(107, 156, 18)"
eax 230Eh,"rgb(107, 155, 19)"
ecx 0FFFFFFA8h,"rgb(107, 154, 20)"
ecx 0FFFFFF90h,"rgb(107, 153, 21)"
call sub_4017A7,"rgb(107, 152, 22)"
call sub_40182E,"rgb(107, 151, 23)"
call sub_401846,"rgb(107, 150, 24)"
call sub_401813,"rgb(107, 149, 25)"
short loc_4018CD,"rgb(107, 148, 26)"
short loc_40127F,"rgb(107, 147, 27)"
eax [esi-0Ch],"rgb(107, 146, 28)"
[ebp+var_8] 69h,"rgb(107, 145, 29)"
short loc_4012FB,"rgb(107, 144, 30)"
short loc_40174F,"rgb(107, 143, 31)"
short loc_40173C,"rgb(107, 142, 32)"
call sub_40188B,"rgb(107, 141, 33)"
short loc_401760,"rgb(107, 140, 34)"
[eax] 18h,"rgb(107, 139, 35)"
call sub_401BE2,"rgb(107, 138, 36)"
short loc_407199,"rgb(107, 137, 37)"
short loc_401630,"rgb(107, 136, 38)"
or [ebp-34h],"rgb(107, 135, 39)"
[ebp+var_10] 3,"rgb(107, 134, 40)"
edi [esi+0A8h],"rgb(107, 133, 41)"
edi [esi+84h],"rgb(107, 132, 42)"
edi [esi+94h],"rgb(107, 131, 43)"
short loc_4011B7,"rgb(107, 130, 44)"
[ebp+var_8] 27h,"rgb(107, 129, 45)"
short loc_406D39,"rgb(107, 128, 46)"
short loc_40109F,"rgb(106, 175, 0)"
[ebp+var_8] 76h,"rgb(106, 174, 1)"
edi [esi+0C0h],"rgb(106, 173, 2)"
eax 1A71h,"rgb(106, 172, 3)"
short loc_4014A7,"rgb(106, 171, 4)"
call sub_401943,"rgb(106, 170, 5)"
call sub_401979,"rgb(106, 169, 6)"
call sub_401635,"rgb(106, 168, 7)"
call sub_40199D,"rgb(106, 167, 8)"
ecx [eax+58h],"rgb(106, 166, 9)"
call sub_401EAD,"rgb(106, 165, 10)"
edx 3717h,"rgb(106, 164, 11)"
short loc_40190C,"rgb(106, 163, 12)"
sal dword,"rgb(106, 162, 13)"
[ebp+var_8] 5Eh,"rgb(106, 161, 14)"
[ebp+var_8] 5Bh,"rgb(106, 160, 15)"
edx 0FFFFFFFAh,"rgb(106, 159, 16)"
call sub_402199,"rgb(106, 158, 17)"
eax 675Eh,"rgb(106, 157, 18)"
short loc_401781,"rgb(106, 156, 19)"
[esi+0B4h] eax,"rgb(106, 155, 20)"
eax [esi-0CCh],"rgb(106, 154, 21)"
short loc_401847,"rgb(106, 153, 22)"
short loc_401845,"rgb(106, 152, 23)"
short loc_40199A,"rgb(106, 151, 24)"
edi [esi-0ECh],"rgb(106, 150, 25)"
edi [esi-74h],"rgb(106, 149, 26)"
eax [esi-74h],"rgb(106, 148, 27)"
ecx [eax-0D4h],"rgb(106, 147, 28)"
call sub_401F82,"rgb(106, 146, 29)"
call sub_401F8D,"rgb(106, 145, 30)"
call sub_401E81,"rgb(106, 144, 31)"
short loc_40196B,"rgb(106, 143, 32)"
call sub_40174A,"rgb(106, 142, 33)"
short loc_4016C2,"rgb(106, 141, 34)"
eax 0FFFFFFB7h,"rgb(106, 140, 35)"
call sub_401593,"rgb(106, 139, 36)"
eax 6F1h,"rgb(106, 138, 37)"
call sub_401061,"rgb(106, 137, 38)"
call sub_40161D,"rgb(106, 136, 39)"
call sub_4018BD,"rgb(106, 135, 40)"
short loc_401632,"rgb(106, 134, 41)"
short loc_401648,"rgb(106, 133, 42)"
edx 321Dh,"rgb(106, 132, 43)"
call sub_401522,"rgb(106, 131, 44)"
call sub_401D33,"rgb(106, 130, 45)"
eax [esi-0ACh],"rgb(106, 129, 46)"
eax [edx-58h],"rgb(106, 128, 47)"
short loc_4019B2,"rgb(105, 176, 0)"
edx 39C2h,"rgb(105, 175, 1)"
short loc_4019E4,"rgb(105, 174, 2)"
adc [ebp-4Ch],"rgb(105, 173, 3)"
ecx [eax+0F4h],"rgb(105, 172, 4)"
short loc_40152E,"rgb(105, 171, 5)"
call sub_401546,"rgb(105, 170, 6)"
call sub_401516,"rgb(105, 169, 7)"
edi 0FFFFFFE9h,"rgb(105, 168, 8)"
esi 0FFFFFF93h,"rgb(105, 167, 9)"
ecx [edi+2Ch],"rgb(105, 166, 10)"
eax [edx-44h],"rgb(105, 165, 11)"
eax [edx-10h],"rgb(105, 164, 12)"
ecx [edi+74h],"rgb(105, 163, 13)"
dd 10h,"rgb(105, 162, 14)"
short loc_401B16,"rgb(105, 161, 15)"
short loc_401B53,"rgb(105, 160, 16)"
short loc_401B78,"rgb(105, 159, 17)"
short loc_401A32,"rgb(105, 158, 18)"
ecx 27B5h,"rgb(105, 157, 19)"
call sub_401856,"rgb(105, 156, 20)"
[esi+68h] ebx,"rgb(105, 155, 21)"
eax [ecx+40h],"rgb(105, 154, 22)"
call sub_401FF7,"rgb(105, 153, 23)"
[esi+50h] eax,"rgb(105, 152, 24)"
xor [ebp-34h],"rgb(105, 151, 25)"
short loc_40131E,"rgb(105, 150, 26)"
short loc_401318,"rgb(105, 149, 27)"
ecx [edx-0ACh],"rgb(105, 148, 28)"
eax [edx-0ACh],"rgb(105, 147, 29)"
call sub_4010FE,"rgb(105, 146, 30)"
short loc_401A75,"rgb(105, 145, 31)"
short loc_401A81,"rgb(105, 144, 32)"
call sub_401BC2,"rgb(105, 143, 33)"
call sub_401782,"rgb(105, 142, 34)"
short loc_4014B5,"rgb(105, 141, 35)"
short loc_4014D0,"rgb(105, 140, 36)"
call sub_401175,"rgb(105, 139, 37)"
call sub_40144D,"rgb(105, 138, 38)"
call sub_40124D,"rgb(105, 137, 39)"
call sub_40127F,"rgb(105, 136, 40)"
short loc_401401,"rgb(105, 135, 41)"
short loc_401338,"rgb(105, 134, 42)"
short loc_40137C,"rgb(105, 133, 43)"
short loc_401375,"rgb(105, 132, 44)"
short loc_401C49,"rgb(105, 131, 45)"
call sub_4010D2,"rgb(105, 130, 46)"
eax [edi-4Ch],"rgb(105, 129, 47)"
edi 0FFFFFF94h,"rgb(105, 128, 48)"
call sub_4018C9,"rgb(104, 177, 0)"
call sub_4019BB,"rgb(104, 176, 1)"
call sub_401AA5,"rgb(104, 175, 2)"
call sub_40157B,"rgb(104, 174, 3)"
short loc_4012DA,"rgb(104, 173, 4)"
short loc_4011F8,"rgb(104, 172, 5)"
short loc_401215,"rgb(104, 171, 6)"
short loc_401211,"rgb(104, 170, 7)"
call sub_40169E,"rgb(104, 169, 8)"
call sub_401616,"rgb(104, 168, 9)"
[ebp+var_C] 78h,"rgb(104, 167, 10)"
esi [edx+24h],"rgb(104, 166, 11)"
short loc_401BC9,"rgb(104, 165, 12)"
short loc_401BC6,"rgb(104, 164, 13)"
short loc_401C22,"rgb(104, 163, 14)"
edx [esi+0B0h],"rgb(104, 162, 15)"
[esi+0Ch] edx,"rgb(104, 161, 16)"
ecx 383Bh,"rgb(104, 160, 17)"
[esp+28h+var_28] esi,"rgb(104, 159, 18)"
call sub_401C97,"rgb(104, 158, 19)"
call sub_401CAE,"rgb(104, 157, 20)"
xor [ecx],"rgb(104, 156, 21)"
call sub_401ECB,"rgb(104, 155, 22)"
call sub_401ECA,"rgb(104, 154, 23)"
call sub_401ED1,"rgb(104, 153, 24)"
edx [ecx+5Ch],"rgb(104, 152, 25)"
eax [edi-0B8h],"rgb(104, 151, 26)"
call sub_4017BD,"rgb(104, 150, 27)"
call sub_40160F,"rgb(104, 149, 28)"
short loc_401A9B,"rgb(104, 148, 29)"
edx 3B38h,"rgb(104, 147, 30)"
short loc_401AAE,"rgb(104, 146, 31)"
eax 0F6Dh,"rgb(104, 145, 32)"
[ecx+38h] edx,"rgb(104, 144, 33)"
[eax+48h] esi,"rgb(104, 143, 34)"
short loc_4012D6,"rgb(104, 142, 35)"
edx [ecx+0C4h],"rgb(104, 141, 36)"
call sub_402203,"rgb(104, 140, 37)"
short loc_4010CB,"rgb(104, 139, 38)"
call sub_401029,"rgb(104, 138, 39)"
edx [eax-0A4h],"rgb(104, 137, 40)"
call sub_401202,"rgb(104, 136, 41)"
call sub_40217D,"rgb(104, 135, 42)"
short loc_401E5E,"rgb(104, 134, 43)"
short loc_401CD9,"rgb(104, 133, 44)"
short loc_401CDD,"rgb(104, 132, 45)"
short loc_401CD5,"rgb(104, 131, 46)"
short loc_401D00,"rgb(104, 130, 47)"
call sub_4016BE,"rgb(104, 129, 48)"
short loc_40122B,"rgb(104, 128, 49)"
call sub_401D72,"rgb(103, 178, 0)"
call sub_401E15,"rgb(103, 177, 1)"
short loc_4017D7,"rgb(103, 176, 2)"
[ebp+var_8] 54h,"rgb(103, 175, 3)"
call sub_40151F,"rgb(103, 174, 4)"
call sub_401243,"rgb(103, 173, 5)"
call sub_4012CA,"rgb(103, 172, 6)"
eax [edi+0D0h],"rgb(103, 171, 7)"
call sub_401386,"rgb(103, 170, 8)"
call sub_4013E5,"rgb(103, 169, 9)"
call sub_4013C5,"rgb(103, 168, 10)"
ecx [esi-0E0h],"rgb(103, 167, 11)"
short loc_401BEC,"rgb(103, 166, 12)"
short loc_401BE2,"rgb(103, 165, 13)"
short loc_401DE8,"rgb(103, 164, 14)"
short loc_401DD4,"rgb(103, 163, 15)"
call sub_401155,"rgb(103, 162, 16)"
sar byte,"rgb(103, 161, 17)"
call sub_40125D,"rgb(103, 160, 18)"
ebx [eax+40h],"rgb(103, 159, 19)"
ebx [eax+50h],"rgb(103, 158, 20)"
ebx [edi+13Ch],"rgb(103, 157, 21)"
call sub_40205E,"rgb(103, 156, 22)"
short loc_401BEB,"rgb(103, 155, 23)"
short loc_401E55,"rgb(103, 154, 24)"
ebx 2286h,"rgb(103, 153, 25)"
ecx 101h,"rgb(103, 152, 26)"
eax [ecx-60h],"rgb(103, 151, 27)"
eax [ecx-38h],"rgb(103, 150, 28)"
eax [ecx-0E0h],"rgb(103, 149, 29)"
eax [ecx-0C8h],"rgb(103, 148, 30)"
call sub_40226D,"rgb(103, 147, 31)"
call sub_402269,"rgb(103, 146, 32)"
ecx [eax-0C4h],"rgb(103, 145, 33)"
ecx 0D39h,"rgb(103, 144, 34)"
call sub_40105A,"rgb(103, 143, 35)"
short loc_401D46,"rgb(103, 142, 36)"
short loc_401D6A,"rgb(103, 141, 37)"
short loc_401D63,"rgb(103, 140, 38)"
short loc_401D7A,"rgb(103, 139, 39)"
ecx [esi-64h],"rgb(103, 138, 40)"
ecx [esi-6Ch],"rgb(103, 137, 41)"
eax [ecx-0B8h],"rgb(103, 136, 42)"
short loc_401D98,"rgb(103, 135, 43)"
short loc_401F05,"rgb(103, 134, 44)"
short loc_401F35,"rgb(103, 133, 45)"
eax 7EEh,"rgb(103, 132, 46)"
call sub_401CBD,"rgb(103, 131, 47)"
ecx [edx-14h],"rgb(103, 130, 48)"
call sub_401251,"rgb(103, 129, 49)"
ebx [edi-5Ch],"rgb(102, 179, 0)"
call sub_40130F,"rgb(102, 178, 1)"
call sub_401C16,"rgb(102, 177, 2)"
call sub_401B22,"rgb(102, 176, 3)"
call sub_401DEA,"rgb(102, 175, 4)"
ecx 0FFFFFFAFh,"rgb(102, 174, 5)"
ecx 0FFFFFFD4h,"rgb(102, 173, 6)"
edx 1270h,"rgb(102, 172, 7)"
edx 1452h,"rgb(102, 171, 8)"
edx 15E2h,"rgb(102, 170, 9)"
ebx 0FFFFFFCFh,"rgb(102, 169, 10)"
short loc_4020F2,"rgb(102, 168, 11)"
short loc_401FF0,"rgb(102, 167, 12)"
short loc_402025,"rgb(102, 166, 13)"
ecx [esi-24h],"rgb(102, 165, 14)"
eax 0FFFFFF91h,"rgb(102, 164, 15)"
call sub_4017CA,"rgb(102, 163, 16)"
edi 0FFFFFFAEh,"rgb(102, 162, 17)"
call ds:OutputDebugStringA,"rgb(102, 161, 18)"
eax 12E9h,"rgb(102, 160, 19)"
call sub_40111A,"rgb(102, 159, 20)"
short loc_401E99,"rgb(102, 158, 21)"
ecx 3943h,"rgb(102, 157, 22)"
short loc_401ED9,"rgb(102, 156, 23)"
short loc_401EE8,"rgb(102, 155, 24)"
ebx 0FFFFFF90h,"rgb(102, 154, 25)"
call sub_402066,"rgb(102, 153, 26)"
eax [ebx-7Ch],"rgb(102, 152, 27)"
short loc_401EFC,"rgb(102, 151, 28)"
short loc_4020AF,"rgb(102, 150, 29)"
ebx 1D1h,"rgb(102, 149, 30)"
short loc_4020E0,"rgb(102, 148, 31)"
call sub_40168B,"rgb(102, 147, 32)"
edi [eax+1Ch],"rgb(102, 146, 33)"
edi [eax+0C8h],"rgb(102, 145, 34)"
call sub_401771,"rgb(102, 144, 35)"
short loc_40210A,"rgb(102, 143, 36)"
esi 0FFFFFFBFh,"rgb(102, 142, 37)"
eax 11FFh,"rgb(102, 141, 38)"
eax 11D0h,"rgb(102, 140, 39)"
eax [ebx-74h],"rgb(102, 139, 40)"
ebx [esi-0B4h],"rgb(102, 138, 41)"
ecx [esi-0E8h],"rgb(102, 137, 42)"
call ds:GetLocaleInfoW,"rgb(102, 136, 43)"
call sub_401547,"rgb(102, 135, 44)"
call sub_401541,"rgb(102, 134, 45)"
call sub_401561,"rgb(102, 133, 46)"
[ebp+var_4] 72h,"rgb(102, 132, 47)"
short loc_402029,"rgb(102, 131, 48)"
short loc_40203F,"rgb(102, 130, 49)"
