Term,RGB
short loc_401EA3,"rgb(11, 135, 150)"
short loc_401FDA,"rgb(11, 134, 151)"
short loc_401F73,"rgb(11, 133, 152)"
eax [esi+0F8h],"rgb(11, 132, 153)"
short loc_401B59,"rgb(11, 131, 154)"
dw 202h,"rgb(11, 130, 155)"
short loc_4016FF,"rgb(11, 129, 156)"
short loc_4016DF,"rgb(11, 128, 157)"
short loc_401BB2,"rgb(10, 158, 128)"
short loc_401E27,"rgb(10, 157, 129)"
short loc_4020BB,"rgb(10, 156, 130)"
short loc_401397,"rgb(10, 155, 131)"
short loc_4013E7,"rgb(10, 154, 132)"
edi 4Ah,"rgb(10, 153, 133)"
ecx [edi+1Ch],"rgb(10, 152, 134)"
short loc_4017AA,"rgb(10, 151, 135)"
[eax+0BCh] esi,"rgb(10, 150, 136)"
[ecx+80h] edi,"rgb(10, 149, 137)"
edx 0FFFFFF90h,"rgb(10, 148, 138)"
ecx 0FFFFFFA6h,"rgb(10, 147, 139)"
ptr [esi-24h],"rgb(10, 146, 140)"
short loc_401FA1,"rgb(10, 145, 141)"
short loc_401D62,"rgb(10, 144, 142)"
ptr [edi-3Ch],"rgb(10, 143, 143)"
ecx 0FFFFFFEAh,"rgb(10, 142, 144)"
add [ebp-40h],"rgb(10, 141, 145)"
edi 2Fh,"rgb(10, 140, 146)"
short loc_401531,"rgb(10, 139, 147)"
short loc_40124B,"rgb(10, 138, 148)"
short loc_401B1E,"rgb(10, 137, 149)"
edi [eax+0A8h],"rgb(10, 136, 150)"
short loc_4021F3,"rgb(10, 135, 151)"
ecx 0FFFFFF97h,"rgb(10, 134, 152)"
short loc_4098AC,"rgb(10, 133, 153)"
eax [edx-34h],"rgb(10, 132, 154)"
short loc_4024A3,"rgb(10, 131, 155)"
[ecx+60h] ebx,"rgb(10, 130, 156)"
short loc_40182D,"rgb(10, 129, 157)"
edx 0FFFFFFC9h,"rgb(10, 128, 158)"
short loc_401917,"rgb(9, 159, 128)"
ptr [esi+218h],"rgb(9, 158, 129)"
short loc_401977,"rgb(9, 157, 130)"
short loc_401CFE,"rgb(9, 156, 131)"
short loc_40181F,"rgb(9, 155, 132)"
[ebp-3Ch] edx,"rgb(9, 154, 133)"
ptr [esi+2B4h],"rgb(9, 153, 134)"
short loc_401FC0,"rgb(9, 152, 135)"
[esi+80h] edi,"rgb(9, 151, 136)"
short loc_401F57,"rgb(9, 150, 137)"
ptr [eax-30h],"rgb(9, 149, 138)"
short loc_402237,"rgb(9, 148, 139)"
[eax+74h] dl,"rgb(9, 147, 140)"
short loc_401D1E,"rgb(9, 146, 141)"
edx 0FFFFFFA6h,"rgb(9, 145, 142)"
short loc_401857,"rgb(9, 144, 143)"
short loc_401458,"rgb(9, 143, 144)"
short loc_401493,"rgb(9, 142, 145)"
dw 0C100h,"rgb(9, 141, 146)"
ecx [edx+2Ch],"rgb(9, 140, 147)"
short loc_401D61,"rgb(9, 139, 148)"
edx 0FFFFFF85h,"rgb(9, 138, 149)"
short loc_401D63,"rgb(9, 137, 150)"
short loc_401D98,"rgb(9, 136, 151)"
short loc_401D30,"rgb(9, 135, 152)"
call sub_4013F8,"rgb(9, 134, 153)"
short loc_4020BD,"rgb(9, 133, 154)"
[ebp+var_60] edi,"rgb(9, 132, 155)"
short loc_40182E,"rgb(9, 131, 156)"
edx 0FFFFFFCBh,"rgb(9, 130, 157)"
[esi+0B0h] eax,"rgb(9, 129, 158)"
short loc_402377,"rgb(9, 128, 159)"
short loc_40173C,"rgb(8, 159, 129)"
short loc_402311,"rgb(8, 158, 130)"
short loc_401789,"rgb(8, 157, 131)"
edx [esi+98h],"rgb(8, 156, 132)"
edx 0FFFFFFCEh,"rgb(8, 155, 133)"
esi 4Ah,"rgb(8, 154, 134)"
short loc_402328,"rgb(8, 153, 135)"
short loc_40190E,"rgb(8, 152, 136)"
short loc_4016B9,"rgb(8, 151, 137)"
edi [esi+78h],"rgb(8, 150, 138)"
ecx [edx+6Ch],"rgb(8, 149, 139)"
short loc_401BD7,"rgb(8, 148, 140)"
short loc_40158F,"rgb(8, 147, 141)"
al 0C8h,"rgb(8, 146, 142)"
ecx 0FFFFFF92h,"rgb(8, 145, 143)"
eax 0FFFFFF92h,"rgb(8, 144, 144)"
eax 0FFFFFF8Fh,"rgb(8, 143, 145)"
edi [eax+180h],"rgb(8, 142, 146)"
eax 0FFFFFF9Ch,"rgb(8, 141, 147)"
short loc_401A7B,"rgb(8, 140, 148)"
eax 0FFFFFFF2h,"rgb(8, 139, 149)"
edx 0FFFFFF9Bh,"rgb(8, 138, 150)"
short loc_401D11,"rgb(8, 137, 151)"
ecx 0FFFFFFC7h,"rgb(8, 136, 152)"
ecx 0FFFFFF86h,"rgb(8, 135, 153)"
[ebp-24h] edx,"rgb(8, 134, 154)"
short loc_402227,"rgb(8, 133, 155)"
short loc_401A19,"rgb(8, 132, 156)"
short loc_402113,"rgb(8, 131, 157)"
short loc_4016D7,"rgb(8, 130, 158)"
short loc_40132B,"rgb(8, 129, 159)"
short loc_4014FF,"rgb(7, 159, 130)"
short loc_401D02,"rgb(7, 158, 131)"
short loc_401C3D,"rgb(7, 157, 132)"
short loc_401C5B,"rgb(7, 156, 133)"
short loc_4023B3,"rgb(7, 155, 134)"
short loc_4014F9,"rgb(7, 154, 135)"
short loc_40151C,"rgb(7, 153, 136)"
short loc_4015CF,"rgb(7, 152, 137)"
add [ecx+28h],"rgb(7, 151, 138)"
short loc_401519,"rgb(7, 150, 139)"
ecx 0FFFFFFAFh,"rgb(7, 149, 140)"
add [eax+5Ch],"rgb(7, 148, 141)"
short loc_40196F,"rgb(7, 147, 142)"
short loc_402152,"rgb(7, 146, 143)"
short loc_4019BB,"rgb(7, 145, 144)"
short loc_401EAA,"rgb(7, 144, 145)"
ebx 2Ah,"rgb(7, 143, 146)"
short loc_40195B,"rgb(7, 142, 147)"
eax 0FFFFFFC0h,"rgb(7, 141, 148)"
short loc_4019B1,"rgb(7, 140, 149)"
short loc_4019FB,"rgb(7, 139, 150)"
[ecx+0A4h] esi,"rgb(7, 138, 151)"
short loc_4015EF,"rgb(7, 137, 152)"
call sub_401ACC,"rgb(7, 136, 153)"
short loc_40212B,"rgb(7, 135, 154)"
short loc_402123,"rgb(7, 134, 155)"
eax 0FFFFFFBFh,"rgb(7, 133, 156)"
short loc_401C9A,"rgb(7, 132, 157)"
short loc_4017C7,"rgb(7, 131, 158)"
short loc_402234,"rgb(7, 130, 159)"
edi [edx+4],"rgb(6, 159, 131)"
short loc_40143B,"rgb(6, 158, 132)"
eax 0FFFFFF9Dh,"rgb(6, 157, 133)"
eax 0FFFFFFF1h,"rgb(6, 156, 134)"
short loc_401383,"rgb(6, 155, 135)"
ecx [esi+0CCh],"rgb(6, 154, 136)"
mov [esi+0F4h],"rgb(6, 153, 137)"
ptr [ebx-1Ch],"rgb(6, 152, 138)"
ecx [edx+88h],"rgb(6, 151, 139)"
short loc_40122A,"rgb(6, 150, 140)"
ecx [edx+34h],"rgb(6, 149, 141)"
short loc_401F4A,"rgb(6, 148, 142)"
short loc_40146D,"rgb(6, 147, 143)"
short loc_4014A9,"rgb(6, 146, 144)"
short loc_4011DB,"rgb(6, 145, 145)"
short loc_4019E3,"rgb(6, 144, 146)"
edx 0FFFFFFC2h,"rgb(6, 143, 147)"
eax 0FFFFFFA4h,"rgb(6, 142, 148)"
ptr [esi-2Ch],"rgb(6, 141, 149)"
edx 0FFFFFFECh,"rgb(6, 140, 150)"
short loc_4016F7,"rgb(6, 139, 151)"
short loc_401911,"rgb(6, 138, 152)"
eax [edx+54h],"rgb(6, 137, 153)"
ecx [ebx+0B0h],"rgb(6, 136, 154)"
short loc_401BC7,"rgb(6, 135, 155)"
sar byte,"rgb(6, 134, 156)"
ecx 0FFFFFF88h,"rgb(6, 133, 157)"
ecx 0FFFFFF10h,"rgb(6, 132, 158)"
ecx 0FFFFFFCEh,"rgb(6, 131, 159)"
ecx 0FFFFFFF6h,"rgb(5, 159, 132)"
edx 0FFFFFFB5h,"rgb(5, 158, 133)"
eax [edx+88h],"rgb(5, 157, 134)"
edx [ebx+1E0h],"rgb(5, 156, 135)"
ebx [ebp+var_54],"rgb(5, 155, 136)"
eax (offset,"rgb(5, 154, 137)"
jmp ds:LoadLibraryExA,"rgb(5, 153, 138)"
short loc_402492,"rgb(5, 152, 139)"
short loc_4023A7,"rgb(5, 151, 140)"
short loc_4023A6,"rgb(5, 150, 141)"
short loc_40244C,"rgb(5, 149, 142)"
edx 0FFFFFFD3h,"rgb(5, 148, 143)"
short loc_401C67,"rgb(5, 147, 144)"
[edx+28h] eax,"rgb(5, 146, 145)"
ecx 0FFFFFFD1h,"rgb(5, 145, 146)"
short loc_401CCA,"rgb(5, 144, 147)"
short loc_40210E,"rgb(5, 143, 148)"
edx [ebx+14h],"rgb(5, 142, 149)"
ecx 0FFFFFFE1h,"rgb(5, 141, 150)"
call sub_401B04,"rgb(5, 140, 151)"
mov [edx+9Ch],"rgb(5, 139, 152)"
[ebp-30h] eax,"rgb(5, 138, 153)"
edi [ecx+0A8h],"rgb(5, 137, 154)"
short loc_401B30,"rgb(5, 136, 155)"
short loc_401876,"rgb(5, 135, 156)"
short loc_401D57,"rgb(5, 134, 157)"
short loc_401BBC,"rgb(5, 133, 158)"
[eax+0A8h] edi,"rgb(5, 132, 159)"
mov [ebp-50h],"rgb(4, 159, 133)"
eax [ebx+0B0h],"rgb(4, 158, 134)"
short loc_4024BB,"rgb(4, 157, 135)"
edx 0FFFFFF95h,"rgb(4, 156, 136)"
[ebp+var_58] edx,"rgb(4, 155, 137)"
edx [esi+0ACh],"rgb(4, 154, 138)"
short loc_4019A7,"rgb(4, 153, 139)"
short loc_401947,"rgb(4, 152, 140)"
short loc_40169A,"rgb(4, 151, 141)"
short loc_4016A7,"rgb(4, 150, 142)"
[esi+8] ebx,"rgb(4, 149, 143)"
short loc_401607,"rgb(4, 148, 144)"
short loc_401A29,"rgb(4, 147, 145)"
short loc_4019F7,"rgb(4, 146, 146)"
short loc_4015FF,"rgb(4, 145, 147)"
ptr [edi-10h],"rgb(4, 144, 148)"
edx [eax+0ECh],"rgb(4, 143, 149)"
short loc_401A65,"rgb(4, 142, 150)"
short loc_401A4B,"rgb(4, 141, 151)"
short loc_401A47,"rgb(4, 140, 152)"
esi [ebx+0D4h],"rgb(4, 139, 153)"
[ebx+0Ch] eax,"rgb(4, 138, 154)"
ecx 0FFFFFFF3h,"rgb(4, 137, 155)"
[edx+58h] eax,"rgb(4, 136, 156)"
short loc_4023B7,"rgb(4, 135, 157)"
ptr [esi+26Ch],"rgb(4, 134, 158)"
short loc_40235B,"rgb(4, 133, 159)"
esi 3Ah,"rgb(3, 159, 134)"
short loc_401912,"rgb(3, 158, 135)"
short loc_401AEA,"rgb(3, 157, 136)"
short loc_401FFB,"rgb(3, 156, 137)"
ecx [ebx+1ECh],"rgb(3, 155, 138)"
short loc_401C5D,"rgb(3, 154, 139)"
short loc_401587,"rgb(3, 153, 140)"
eax 0FFFFFFB4h,"rgb(3, 152, 141)"
eax 0FFFFFFB2h,"rgb(3, 151, 142)"
esi 0A6h,"rgb(3, 150, 143)"
esi [eax+0C0h],"rgb(3, 149, 144)"
eax [esi+104h],"rgb(3, 148, 145)"
edx [eax+0F4h],"rgb(3, 147, 146)"
call sub_401D04,"rgb(3, 146, 147)"
edx 0FFFFFFA3h,"rgb(3, 145, 148)"
ecx [edx+174h],"rgb(3, 144, 149)"
eax 0FFFFFFE4h,"rgb(3, 143, 150)"
short loc_401E6B,"rgb(3, 142, 151)"
edx 0FFFFFFB6h,"rgb(3, 141, 152)"
short loc_401797,"rgb(3, 140, 153)"
dw 600h,"rgb(3, 139, 154)"
short loc_40153E,"rgb(3, 138, 155)"
short loc_4017CC,"rgb(3, 137, 156)"
edx [edi+188h],"rgb(3, 136, 157)"
ecx [eax+100h],"rgb(3, 135, 158)"
short loc_402297,"rgb(3, 134, 159)"
short loc_4022A6,"rgb(2, 159, 135)"
short loc_40231B,"rgb(2, 158, 136)"
short loc_401170,"rgb(2, 157, 137)"
dw 800h,"rgb(2, 156, 138)"
short loc_4016F2,"rgb(2, 155, 139)"
short loc_40182A,"rgb(2, 154, 140)"
call sub_401BE8,"rgb(2, 153, 141)"
call sub_4018C8,"rgb(2, 152, 142)"
esi [edx+188h],"rgb(2, 151, 143)"
short loc_401D52,"rgb(2, 150, 144)"
short loc_4020C7,"rgb(2, 149, 145)"
short loc_4022E6,"rgb(2, 148, 146)"
esi [edi+3Ch],"rgb(2, 147, 147)"
eax 0FFFFFFE2h,"rgb(2, 146, 148)"
short loc_40144F,"rgb(2, 145, 149)"
call ds:LocalAlloc,"rgb(2, 144, 150)"
short loc_402216,"rgb(2, 143, 151)"
short loc_402296,"rgb(2, 142, 152)"
short loc_401E03,"rgb(2, 141, 153)"
short loc_401630,"rgb(2, 140, 154)"
short loc_401690,"rgb(2, 139, 155)"
short loc_4016C4,"rgb(2, 138, 156)"
short loc_4016C0,"rgb(2, 137, 157)"
[ecx+9Ch] edi,"rgb(2, 136, 158)"
short loc_40164F,"rgb(2, 135, 159)"
short loc_401D85,"rgb(1, 159, 136)"
short loc_401F8F,"rgb(1, 158, 137)"
eax [edx+0B4h],"rgb(1, 157, 138)"
short loc_4021FF,"rgb(1, 156, 139)"
short loc_40131F,"rgb(1, 155, 140)"
eax 0FFFFFF93h,"rgb(1, 154, 141)"
al 0E0h,"rgb(1, 153, 142)"
short loc_4021C3,"rgb(1, 152, 143)"
short loc_401D25,"rgb(1, 151, 144)"
short loc_4021AA,"rgb(1, 150, 145)"
ecx 0FFFFFF9Ch,"rgb(1, 149, 146)"
short loc_4015F9,"rgb(1, 148, 147)"
esi [edx+1Ch],"rgb(1, 147, 148)"
short loc_4015A2,"rgb(1, 146, 149)"
short loc_401592,"rgb(1, 145, 150)"
edx [eax-8],"rgb(1, 144, 151)"
[ebp-3Ch] eax,"rgb(1, 143, 152)"
ptr [eax-28h],"rgb(1, 142, 153)"
short loc_40218D,"rgb(1, 141, 154)"
eax [edi-4],"rgb(1, 140, 155)"
short loc_401269,"rgb(1, 139, 156)"
add [ecx+70h],"rgb(1, 138, 157)"
ecx [edx+74h],"rgb(1, 137, 158)"
short loc_4019FF,"rgb(1, 136, 159)"
[esi+24h] ebx,"rgb(0, 159, 137)"
ecx 0FFFFFFA8h,"rgb(0, 158, 138)"
ebx [ecx+94h],"rgb(0, 157, 139)"
esi 56h,"rgb(0, 156, 140)"
short loc_401426,"rgb(0, 155, 141)"
short loc_401486,"rgb(0, 154, 142)"
edi [eax-4],"rgb(0, 153, 143)"
short loc_401971,"rgb(0, 152, 144)"
short loc_40194B,"rgb(0, 151, 145)"
short loc_401927,"rgb(0, 150, 146)"
short loc_401E52,"rgb(0, 149, 147)"
ecx 0FFFFFFB7h,"rgb(0, 148, 148)"
short loc_401D27,"rgb(0, 147, 149)"
ecx 0FFFFFFD3h,"rgb(0, 146, 150)"
add [ecx+24h],"rgb(0, 145, 151)"
eax 0FFFFFFC8h,"rgb(0, 144, 152)"
edx 0FFFFFFF9h,"rgb(0, 143, 153)"
short loc_401C3B,"rgb(0, 142, 154)"
short loc_401F63,"rgb(0, 141, 155)"
add [ebp-18h],"rgb(0, 140, 156)"
edi 44h,"rgb(0, 139, 157)"
short loc_401963,"rgb(0, 138, 158)"
short loc_401F59,"rgb(0, 137, 159)"
short loc_401470,"rgb(15, 133, 147)"
ebx 5Fh,"rgb(15, 132, 148)"
short loc_4020FF,"rgb(15, 131, 149)"
ecx 0FFFFFFE3h,"rgb(15, 130, 150)"
eax 0FFFFFFD2h,"rgb(15, 129, 151)"
[eax+0F0h] ecx,"rgb(15, 128, 152)"
short loc_401BE7,"rgb(14, 153, 128)"
short loc_401FED,"rgb(14, 152, 129)"
[edx] 1,"rgb(14, 151, 130)"
ecx [ebp+var_70],"rgb(14, 150, 131)"
edi [esi+184h],"rgb(14, 149, 132)"
short loc_401497,"rgb(14, 148, 133)"
short loc_401B07,"rgb(14, 147, 134)"
short loc_402243,"rgb(14, 146, 135)"
edx [esi+174h],"rgb(14, 145, 136)"
esi 58h,"rgb(14, 144, 137)"
esi [eax+0C8h],"rgb(14, 143, 138)"
short loc_4019BF,"rgb(14, 142, 139)"
short loc_401F01,"rgb(14, 141, 140)"
eax 0FFFFFFACh,"rgb(14, 140, 141)"
short loc_401B1B,"rgb(14, 139, 142)"
eax [esi-0Ch],"rgb(14, 138, 143)"
edi 30h,"rgb(14, 137, 144)"
short loc_401FDB,"rgb(14, 136, 145)"
ecx 0FFFFFF82h,"rgb(14, 135, 146)"
short loc_4016D9,"rgb(14, 134, 147)"
short loc_40178F,"rgb(14, 133, 148)"
short loc_401AB3,"rgb(14, 132, 149)"
short loc_401700,"rgb(14, 131, 150)"
jmp loc_401230,"rgb(14, 130, 151)"
short loc_402451,"rgb(14, 129, 152)"
short loc_40243F,"rgb(14, 128, 153)"
short loc_402419,"rgb(13, 154, 128)"
ebx [esi+24h],"rgb(13, 153, 129)"
short loc_401BEA,"rgb(13, 152, 130)"
short loc_401B09,"rgb(13, 151, 131)"
call sub_4015BC,"rgb(13, 150, 132)"
[ebp+var_18] 4,"rgb(13, 149, 133)"
dw 8400h,"rgb(13, 148, 134)"
short loc_401AA1,"rgb(13, 147, 135)"
short loc_401A98,"rgb(13, 146, 136)"
short loc_401FF3,"rgb(13, 145, 137)"
short loc_401B4E,"rgb(13, 144, 138)"
ptr [eax-78h],"rgb(13, 143, 139)"
short loc_401BCA,"rgb(13, 142, 140)"
short loc_401B99,"rgb(13, 141, 141)"
ptr [esi-18h],"rgb(13, 140, 142)"
ecx [ebx+88h],"rgb(13, 139, 143)"
edx 0FFFFFFEAh,"rgb(13, 138, 144)"
short loc_4023A5,"rgb(13, 137, 145)"
short loc_402477,"rgb(13, 136, 146)"
edi [ebx+1CCh],"rgb(13, 135, 147)"
short loc_401A3F,"rgb(13, 134, 148)"
edx 0FFFFFFE9h,"rgb(13, 133, 149)"
short loc_401777,"rgb(13, 132, 150)"
short loc_40171C,"rgb(13, 131, 151)"
eax 0FFFFFF97h,"rgb(13, 130, 152)"
ebx [eax+0B4h],"rgb(13, 129, 153)"
eax 0FFFFFF82h,"rgb(13, 128, 154)"
short loc_401F87,"rgb(12, 155, 128)"
short loc_401A9F,"rgb(12, 154, 129)"
ebx [edx+70h],"rgb(12, 153, 130)"
ptr [ebx-58h],"rgb(12, 152, 131)"
ecx 0FFFFFF8Fh,"rgb(12, 151, 132)"
eax 0FFFFFF87h,"rgb(12, 150, 133)"
esi 52h,"rgb(12, 149, 134)"
esi 60h,"rgb(12, 148, 135)"
short loc_401AEF,"rgb(12, 147, 136)"
short loc_401ECA,"rgb(12, 146, 137)"
esi 4Ch,"rgb(12, 145, 138)"
short loc_40106D,"rgb(12, 144, 139)"
short loc_4011A1,"rgb(12, 143, 140)"
ecx 0FFFFFF94h,"rgb(12, 142, 141)"
short loc_40155F,"rgb(12, 141, 142)"
short loc_40192B,"rgb(12, 140, 143)"
ptr [ebp-5Ch],"rgb(12, 139, 144)"
mov [edx+0ACh],"rgb(12, 138, 145)"
short loc_401B26,"rgb(12, 137, 146)"
short loc_401B4B,"rgb(12, 136, 147)"
short loc_401B55,"rgb(12, 135, 148)"
short loc_401BBA,"rgb(12, 134, 149)"
short loc_402021,"rgb(12, 133, 150)"
[ecx+84h] ebx,"rgb(12, 132, 151)"
short loc_401887,"rgb(12, 131, 152)"
edx 0FFFFFFB7h,"rgb(12, 130, 153)"
edx 0FFFFFFA7h,"rgb(12, 129, 154)"
[ecx+88h] edi,"rgb(12, 128, 155)"
edx [ecx+0F4h],"rgb(11, 156, 128)"
short loc_40201E,"rgb(11, 155, 129)"
short loc_401FEC,"rgb(11, 154, 130)"
short loc_401FEE,"rgb(11, 153, 131)"
short loc_40209B,"rgb(11, 152, 132)"
short loc_402065,"rgb(11, 151, 133)"
[esi+0ECh] ecx,"rgb(11, 150, 134)"
ecx 0FFFFFFE2h,"rgb(11, 149, 135)"
ecx 0FFFFFF98h,"rgb(11, 148, 136)"
short loc_402101,"rgb(11, 147, 137)"
short loc_401EEE,"rgb(11, 146, 138)"
short loc_401F5D,"rgb(11, 145, 139)"
short loc_401F08,"rgb(11, 144, 140)"
[edi+3Ch] ebx,"rgb(11, 143, 141)"
short loc_4012D0,"rgb(11, 142, 142)"
eax [edx+7Ch],"rgb(11, 141, 143)"
short loc_401256,"rgb(11, 140, 144)"
sub [esi],"rgb(11, 139, 145)"
short loc_401C71,"rgb(11, 138, 146)"
ptr [esi+224h],"rgb(11, 137, 147)"
[edx+50h] eax,"rgb(11, 136, 148)"
short loc_401CBB,"rgb(11, 135, 149)"
short loc_40214D,"rgb(11, 134, 150)"
eax 0FFFFFFBBh,"rgb(11, 133, 151)"
ecx 0FFFFFFACh,"rgb(11, 132, 152)"
ecx 0FFFFFFB8h,"rgb(11, 131, 153)"
short loc_4017F7,"rgb(11, 130, 154)"
edx 0FFFFFF82h,"rgb(11, 129, 155)"
ecx 0FFFFFFB3h,"rgb(11, 128, 156)"
short loc_4018D7,"rgb(10, 157, 128)"
[ebp-3Ch] edi,"rgb(10, 156, 129)"
edi [esi+50h],"rgb(10, 155, 130)"
short loc_40219E,"rgb(10, 154, 131)"
short loc_401948,"rgb(10, 153, 132)"
short loc_40225B,"rgb(10, 152, 133)"
short loc_40137F,"rgb(10, 151, 134)"
call sub_401E28,"rgb(10, 150, 135)"
short loc_4014A6,"rgb(10, 149, 136)"
edx 0FFFFFFF7h,"rgb(10, 148, 137)"
eax [esi+130h],"rgb(10, 147, 138)"
add [ecx+74h],"rgb(10, 146, 139)"
short loc_401283,"rgb(10, 145, 140)"
ecx 0FFFFFFDEh,"rgb(10, 144, 141)"
ecx 0FFFFFFDDh,"rgb(10, 143, 142)"
short loc_401E2C,"rgb(10, 142, 143)"
[ebp-38h] ebx,"rgb(10, 141, 144)"
short loc_401512,"rgb(10, 140, 145)"
[ecx+90h] edi,"rgb(10, 139, 146)"
esi [ebp-28h],"rgb(10, 138, 147)"
ebx 0FFFFFFFDh,"rgb(10, 137, 148)"
sub [ebp-40h],"rgb(10, 136, 149)"
short loc_40152E,"rgb(10, 135, 150)"
short loc_4021CC,"rgb(10, 134, 151)"
ecx [ebx+70h],"rgb(10, 133, 152)"
eax 0FFFFFF9Ah,"rgb(10, 132, 153)"
add [ecx+60h],"rgb(10, 131, 154)"
ecx 0FFFFFFA2h,"rgb(10, 130, 155)"
short loc_40232B,"rgb(10, 129, 156)"
ecx 0FFFFFFE6h,"rgb(10, 128, 157)"
edi 0FFFFFFFAh,"rgb(9, 158, 128)"
short loc_4021F8,"rgb(9, 157, 129)"
short loc_401BA7,"rgb(9, 156, 130)"
short loc_401F6F,"rgb(9, 155, 131)"
short loc_401752,"rgb(9, 154, 132)"
short loc_401992,"rgb(9, 153, 133)"
dw 808h,"rgb(9, 152, 134)"
short loc_401DB1,"rgb(9, 151, 135)"
short loc_4021E8,"rgb(9, 150, 136)"
al 96h,"rgb(9, 149, 137)"
ecx 0FFFFFFA9h,"rgb(9, 148, 138)"
ecx 0FFFFFFD6h,"rgb(9, 147, 139)"
short loc_40234F,"rgb(9, 146, 140)"
short loc_40233B,"rgb(9, 145, 141)"
edx [esi+0B4h],"rgb(9, 144, 142)"
ecx [edx-68h],"rgb(9, 143, 143)"
call ds:QueryPerformanceCounter,"rgb(9, 142, 144)"
short loc_402093,"rgb(9, 141, 145)"
eax 0FFFFFF88h,"rgb(9, 140, 146)"
short loc_401D99,"rgb(9, 139, 147)"
short loc_401809,"rgb(9, 138, 148)"
short loc_401714,"rgb(9, 137, 149)"
short loc_401760,"rgb(9, 136, 150)"
ptr [esi-14h],"rgb(9, 135, 151)"
short loc_4022EC,"rgb(9, 134, 152)"
short loc_4012E3,"rgb(9, 133, 153)"
short loc_4017C1,"rgb(9, 132, 154)"
short loc_401522,"rgb(9, 131, 155)"
[esp+4+var_4] eax,"rgb(9, 130, 156)"
short loc_401940,"rgb(9, 129, 157)"
short loc_401CE9,"rgb(9, 128, 158)"
short loc_401CC2,"rgb(8, 159, 128)"
ecx [esi+0F8h],"rgb(8, 158, 129)"
call sub_4010D4,"rgb(8, 157, 130)"
esi [edx+8],"rgb(8, 156, 131)"
ecx [edx+80h],"rgb(8, 155, 132)"
short loc_4018AA,"rgb(8, 154, 133)"
short loc_4013B7,"rgb(8, 153, 134)"
short loc_40142B,"rgb(8, 152, 135)"
short loc_4020CA,"rgb(8, 151, 136)"
short loc_401E7B,"rgb(8, 150, 137)"
short loc_401E4E,"rgb(8, 149, 138)"
short loc_401E1B,"rgb(8, 148, 139)"
short loc_401277,"rgb(8, 147, 140)"
esi [eax+1C8h],"rgb(8, 146, 141)"
edi 2Bh,"rgb(8, 145, 142)"
dw 0A5h,"rgb(8, 144, 143)"
edi 41h,"rgb(8, 143, 144)"
dw 0C000h,"rgb(8, 142, 145)"
edx 0FFFFFFACh,"rgb(8, 141, 146)"
short loc_401AC3,"rgb(8, 140, 147)"
edi [esi+40h],"rgb(8, 139, 148)"
short loc_40199A,"rgb(8, 138, 149)"
short loc_40199E,"rgb(8, 137, 150)"
short loc_4019A1,"rgb(8, 136, 151)"
esi 39h,"rgb(8, 135, 152)"
edi [eax+0A0h],"rgb(8, 134, 153)"
short loc_401957,"rgb(8, 133, 154)"
ecx [esi-10h],"rgb(8, 132, 155)"
short loc_40191A,"rgb(8, 131, 156)"
short loc_4018CA,"rgb(8, 130, 157)"
eax 0FFFFFF89h,"rgb(8, 129, 158)"
eax [ebx+1ECh],"rgb(8, 128, 159)"
short loc_402367,"rgb(7, 159, 129)"
ebx [ebp-24h],"rgb(7, 158, 130)"
short loc_401307,"rgb(7, 157, 131)"
ecx 0FFFFFFE7h,"rgb(7, 156, 132)"
[eax+0E8h] edx,"rgb(7, 155, 133)"
[eax+0F0h] edx,"rgb(7, 154, 134)"
ecx [edx+68h],"rgb(7, 153, 135)"
short loc_401A4E,"rgb(7, 152, 136)"
call sub_401664,"rgb(7, 151, 137)"
call sub_401798,"rgb(7, 150, 138)"
short loc_401AA8,"rgb(7, 149, 139)"
short loc_401A7D,"rgb(7, 148, 140)"
esi 0FFFFFFF5h,"rgb(7, 147, 141)"
short loc_401A1D,"rgb(7, 146, 142)"
[ecx+98h] edi,"rgb(7, 145, 143)"
esi 0B8h,"rgb(7, 144, 144)"
edx 0FFFFFF8Dh,"rgb(7, 143, 145)"
short loc_4020A3,"rgb(7, 142, 146)"
edi 38h,"rgb(7, 141, 147)"
short loc_40213B,"rgb(7, 140, 148)"
short loc_4023F1,"rgb(7, 139, 149)"
edx 0FFFFFF83h,"rgb(7, 138, 150)"
short loc_40167C,"rgb(7, 137, 151)"
edx 0FFFFFFDCh,"rgb(7, 136, 152)"
short loc_401E5F,"rgb(7, 135, 153)"
ecx 0FFFFFF83h,"rgb(7, 134, 154)"
short loc_40256E,"rgb(7, 133, 155)"
eax [edx+eax],"rgb(7, 132, 156)"
eax 0FFFFFFEBh,"rgb(7, 131, 157)"
edx 0FFFFFFC8h,"rgb(7, 130, 158)"
eax [edx+90h],"rgb(7, 129, 159)"
short loc_4024D7,"rgb(6, 159, 130)"
short loc_401180,"rgb(6, 158, 131)"
short loc_40115A,"rgb(6, 157, 132)"
short loc_4010DA,"rgb(6, 156, 133)"
esi 5Ah,"rgb(6, 155, 134)"
short loc_401CC0,"rgb(6, 154, 135)"
esi [eax+0D0h],"rgb(6, 153, 136)"
call sub_401C62,"rgb(6, 152, 137)"
eax [edx+50h],"rgb(6, 151, 138)"
ptr [edi+258h],"rgb(6, 150, 139)"
short loc_40182B,"rgb(6, 149, 140)"
short loc_4016D5,"rgb(6, 148, 141)"
