Term,RGB
esi [ebx-80h],"rgb(51, 190, 4)"
edx [esi+0D4h],"rgb(51, 189, 5)"
edx [esi+138h],"rgb(51, 188, 6)"
edx 0FFFFFFF9h,"rgb(51, 187, 7)"
call sub_401829,"rgb(51, 186, 8)"
esi [ebx+0E0h],"rgb(51, 185, 9)"
call sub_401446,"rgb(51, 184, 10)"
ecx 3Bh,"rgb(51, 183, 11)"
[eax+70h] edx,"rgb(51, 182, 12)"
call sub_40118D,"rgb(51, 181, 13)"
ecx 7Eh,"rgb(51, 180, 14)"
shl byte,"rgb(51, 179, 15)"
short loc_4010C8,"rgb(51, 178, 16)"
eax [ebx+124h],"rgb(51, 177, 17)"
eax [edx+148h],"rgb(51, 176, 18)"
[ebp+var_8] 13h,"rgb(51, 175, 19)"
short loc_4017AA,"rgb(51, 174, 20)"
short loc_401793,"rgb(51, 173, 21)"
edx 31h,"rgb(51, 172, 22)"
edx 2Fh,"rgb(51, 171, 23)"
[ebx+78h] esi,"rgb(51, 170, 24)"
[ebx+50h] ecx,"rgb(51, 169, 25)"
edx [esi+1D4h],"rgb(51, 168, 26)"
[edi+0A8h] eax,"rgb(51, 167, 27)"
ptr [esi+264h],"rgb(51, 166, 28)"
short loc_40171C,"rgb(51, 165, 29)"
eax [edi+130h],"rgb(51, 164, 30)"
call sub_40182B,"rgb(51, 163, 31)"
ecx 0DCh,"rgb(51, 162, 32)"
esi [eax+108h],"rgb(51, 161, 33)"
short loc_401351,"rgb(51, 160, 34)"
edi [eax+8Ch],"rgb(51, 159, 35)"
ebx 0F4h,"rgb(51, 158, 36)"
short loc_40913D,"rgb(51, 157, 37)"
short loc_401927,"rgb(51, 156, 38)"
[edi+2Ch] esi,"rgb(51, 155, 39)"
ecx [esi-5Ch],"rgb(51, 154, 40)"
[ebp+var_1C] 20h,"rgb(51, 153, 41)"
ptr [edx+270h],"rgb(51, 152, 42)"
call sub_4016C1,"rgb(51, 151, 43)"
esi [ebx+11Ch],"rgb(51, 150, 44)"
short loc_401E49,"rgb(50, 195, 0)"
edx [edi+98h],"rgb(50, 194, 1)"
[eax+54h] ebx,"rgb(50, 193, 2)"
[eax+74h] edx,"rgb(50, 192, 3)"
push cs,"rgb(50, 191, 4)"
short loc_407F2F,"rgb(50, 190, 5)"
eax [ebx+1DCh],"rgb(50, 189, 6)"
short loc_4015F3,"rgb(50, 188, 7)"
short loc_401DE7,"rgb(50, 187, 8)"
edx [esi+144h],"rgb(50, 186, 9)"
[ebp+var_14] 0FFFFFFFEh,"rgb(50, 185, 10)"
eax [esi+154h],"rgb(50, 184, 11)"
eax [esi+160h],"rgb(50, 183, 12)"
esi [ebx+154h],"rgb(50, 182, 13)"
ecx [ebx+154h],"rgb(50, 181, 14)"
esi [ecx+140h],"rgb(50, 180, 15)"
edx [ebx+0C0h],"rgb(50, 179, 16)"
call sub_4022CA,"rgb(50, 178, 17)"
call sub_40211A,"rgb(50, 177, 18)"
add [esi+20h],"rgb(50, 176, 19)"
add [esi+38h],"rgb(50, 175, 20)"
call sub_401CBA,"rgb(50, 174, 21)"
call sub_401267,"rgb(50, 173, 22)"
short loc_401163,"rgb(50, 172, 23)"
call sub_40157E,"rgb(50, 171, 24)"
esi 36h,"rgb(50, 170, 25)"
esi [ebx-0E0h],"rgb(50, 169, 26)"
[edi+68h] esi,"rgb(50, 168, 27)"
[edi+28h] edx,"rgb(50, 167, 28)"
ecx [eax+148h],"rgb(50, 166, 29)"
ebx [esi+0A0h],"rgb(50, 165, 30)"
[ebx+4Ch] esi,"rgb(50, 164, 31)"
[ebx+54h] edi,"rgb(50, 163, 32)"
[ebx+6Ch] esi,"rgb(50, 162, 33)"
edx [esi+10Ch],"rgb(50, 161, 34)"
call sub_401719,"rgb(50, 160, 35)"
eax [ecx-64h],"rgb(50, 159, 36)"
call sub_40182D,"rgb(50, 158, 37)"
ecx [esi-38h],"rgb(50, 157, 38)"
mov [eax+0D8h],"rgb(50, 156, 39)"
[edx+10h] ebx,"rgb(50, 155, 40)"
edx 90h,"rgb(50, 154, 41)"
edx [esi+140h],"rgb(50, 153, 42)"
ebx [esi+0F0h],"rgb(50, 152, 43)"
[ebp-18h] 8,"rgb(50, 151, 44)"
edi [esi+17Ch],"rgb(50, 150, 45)"
[ecx+78h] eax,"rgb(55, 168, 21)"
[ecx+74h] eax,"rgb(55, 167, 22)"
[ecx+68h] eax,"rgb(55, 166, 23)"
esi [ebx+0E4h],"rgb(55, 165, 24)"
edi [eax+0C8h],"rgb(55, 164, 25)"
short loc_407BF0,"rgb(55, 163, 26)"
[ebx+80h] esi,"rgb(55, 162, 27)"
[ebx+88h] esi,"rgb(55, 161, 28)"
esi [ebx+128h],"rgb(55, 160, 29)"
eax [edx-7Ch],"rgb(55, 159, 30)"
ebx [eax+88h],"rgb(55, 158, 31)"
[ebp+var_8] 9,"rgb(55, 157, 32)"
edi 0D4h,"rgb(55, 156, 33)"
edi [edx-18h],"rgb(55, 155, 34)"
ebx [edi+168h],"rgb(55, 154, 35)"
pop es,"rgb(55, 153, 36)"
[ecx+1Ch] esi,"rgb(55, 152, 37)"
[esi+64h] edx,"rgb(55, 151, 38)"
ebx [edi+9Ch],"rgb(55, 150, 39)"
edi [eax+0B4h],"rgb(54, 190, 0)"
[edi+80h] eax,"rgb(54, 189, 1)"
eax [esi-160h],"rgb(54, 188, 2)"
short loc_407636,"rgb(54, 187, 3)"
edi [esi+148h],"rgb(54, 186, 4)"
short loc_401CEB,"rgb(54, 185, 5)"
ebx [edi+88h],"rgb(54, 184, 6)"
eax [edx-174h],"rgb(54, 183, 7)"
short loc_401C83,"rgb(54, 182, 8)"
edi [ecx+58h],"rgb(54, 181, 9)"
[edx+34h] ecx,"rgb(54, 180, 10)"
mov [ebx-8],"rgb(54, 179, 11)"
[ecx+94h] edx,"rgb(54, 178, 12)"
[eax+78h] edx,"rgb(54, 177, 13)"
short loc_40646E,"rgb(54, 176, 14)"
esi [edi+0D4h],"rgb(54, 175, 15)"
ebx [eax+9Ch],"rgb(54, 174, 16)"
edi [eax-100h],"rgb(54, 173, 17)"
dw 284h,"rgb(54, 172, 18)"
dd 82h,"rgb(54, 171, 19)"
dd 20400h,"rgb(54, 170, 20)"
ecx [esi-70h],"rgb(54, 169, 21)"
edi [esi+0ACh],"rgb(54, 168, 22)"
dw 167h,"rgb(54, 167, 23)"
ecx 0FFFFFFE8h,"rgb(54, 166, 24)"
ecx 0FFFFFFDFh,"rgb(54, 165, 25)"
[ebp+var_8] 20h,"rgb(54, 164, 26)"
call sub_40214F,"rgb(54, 163, 27)"
edx [ebx+14Ch],"rgb(54, 162, 28)"
mov [edi+0C0h],"rgb(54, 161, 29)"
ecx 6Bh,"rgb(54, 160, 30)"
eax [esi-8Ch],"rgb(54, 159, 31)"
edi [ecx+88h],"rgb(54, 158, 32)"
ebx [edx+78h],"rgb(54, 157, 33)"
edi [edx-30h],"rgb(54, 156, 34)"
call sub_401ADF,"rgb(54, 155, 35)"
edi [ebp-3Ch],"rgb(54, 154, 36)"
ebx [edi+8Ch],"rgb(54, 153, 37)"
call sub_401EFF,"rgb(54, 152, 38)"
ebx [edi+0C4h],"rgb(54, 151, 39)"
ebx [edi+0C0h],"rgb(54, 150, 40)"
ebx [edi+0A0h],"rgb(53, 191, 0)"
ecx [edx-100h],"rgb(53, 190, 1)"
short loc_401E77,"rgb(53, 189, 2)"
edx [ebx+0F4h],"rgb(53, 188, 3)"
ecx [esi+1B4h],"rgb(53, 187, 4)"
ecx [esi+250h],"rgb(53, 186, 5)"
call sub_401937,"rgb(53, 185, 6)"
call sub_402420,"rgb(53, 184, 7)"
short loc_401911,"rgb(53, 183, 8)"
ebx [edi+98h],"rgb(53, 182, 9)"
dw 0A4h,"rgb(53, 181, 10)"
dw 0F3h,"rgb(53, 180, 11)"
dw 114h,"rgb(53, 179, 12)"
ecx [ebx+1C4h],"rgb(53, 178, 13)"
ebx 57h,"rgb(53, 177, 14)"
ecx [edi+120h],"rgb(53, 176, 15)"
mov [esi-0Ch],"rgb(53, 175, 16)"
ecx [esi+16Ch],"rgb(53, 174, 17)"
ecx 0FFFFFFE4h,"rgb(53, 173, 18)"
edx [ebx+0D0h],"rgb(53, 172, 19)"
eax [edi+150h],"rgb(53, 171, 20)"
short loc_40137B,"rgb(53, 170, 21)"
ecx [edx+90h],"rgb(53, 169, 22)"
ecx [edx+84h],"rgb(53, 168, 23)"
eax [ebx-18h],"rgb(53, 167, 24)"
dw 26Fh,"rgb(53, 166, 25)"
dw 2Bh,"rgb(53, 165, 26)"
dw 2BBh,"rgb(53, 164, 27)"
call sub_401A66,"rgb(53, 163, 28)"
edx [ecx+90h],"rgb(53, 162, 29)"
dw 48h,"rgb(53, 161, 30)"
call sub_40192E,"rgb(53, 160, 31)"
short loc_401EFF,"rgb(53, 159, 32)"
ecx [edx+158h],"rgb(53, 158, 33)"
ecx [edi+148h],"rgb(53, 157, 34)"
call sub_402172,"rgb(53, 156, 35)"
edx [eax+0FCh],"rgb(53, 155, 36)"
call sub_40200E,"rgb(53, 154, 37)"
[ecx-4] esi,"rgb(53, 153, 38)"
short loc_401437,"rgb(53, 152, 39)"
short loc_40105F,"rgb(53, 151, 40)"
short loc_40120F,"rgb(53, 150, 41)"
dw 2F8h,"rgb(52, 192, 0)"
ecx [edx+0ACh],"rgb(52, 191, 1)"
short loc_401967,"rgb(52, 190, 2)"
eax [esi+2D0h],"rgb(52, 189, 3)"
[esi+0ACh] ecx,"rgb(52, 188, 4)"
[ebp+var_4] 29h,"rgb(52, 187, 5)"
eax [edi+144h],"rgb(52, 186, 6)"
call sub_40196F,"rgb(52, 185, 7)"
edx [eax+0A4h],"rgb(52, 184, 8)"
eax 0FFFFFFC8h,"rgb(52, 183, 9)"
ebx 3Ah,"rgb(52, 182, 10)"
[esi+0B0h] ecx,"rgb(52, 181, 11)"
eax 7FFEh,"rgb(52, 180, 12)"
call sub_40190A,"rgb(52, 179, 13)"
ebx 0FFFFFFDCh,"rgb(52, 178, 14)"
edx [esi+1C0h],"rgb(52, 177, 15)"
ebx [esi+0C4h],"rgb(52, 176, 16)"
ebx 33h,"rgb(52, 175, 17)"
short loc_401AA3,"rgb(52, 174, 18)"
esi [ecx+90h],"rgb(52, 173, 19)"
call sub_40104F,"rgb(52, 172, 20)"
ptr [eax+3F0h],"rgb(52, 171, 21)"
ptr [eax+3D8h],"rgb(52, 170, 22)"
[ebx+0E8h] edx,"rgb(52, 169, 23)"
call sub_4022FA,"rgb(52, 168, 24)"
ecx [eax+0ECh],"rgb(52, 167, 25)"
edx 0FFFFFFF6h,"rgb(52, 166, 26)"
short loc_4019B3,"rgb(52, 165, 27)"
short loc_401E4B,"rgb(52, 164, 28)"
call sub_40187B,"rgb(52, 163, 29)"
ebx [esi-40h],"rgb(52, 162, 30)"
esi [edx+90h],"rgb(52, 161, 31)"
esi [edx+84h],"rgb(52, 160, 32)"
eax [esi+1A8h],"rgb(52, 159, 33)"
eax [esi+2E4h],"rgb(52, 158, 34)"
add [ebx+20h],"rgb(52, 157, 35)"
[eax+0ACh] ebx,"rgb(52, 156, 36)"
add [ebp+0],"rgb(52, 155, 37)"
[esi+164h] ebx,"rgb(52, 154, 38)"
call sub_401CD7,"rgb(52, 153, 39)"
ecx [eax+1BCh],"rgb(52, 152, 40)"
short loc_408D86,"rgb(52, 151, 41)"
esi [ebp-4Ch],"rgb(52, 150, 42)"
al 24h,"rgb(51, 193, 0)"
add [esi+28h],"rgb(51, 192, 1)"
ebx 0C8h,"rgb(51, 191, 2)"
add [edi+0Ch],"rgb(51, 190, 3)"
call sub_4013CF,"rgb(51, 189, 4)"
short loc_401E8F,"rgb(51, 188, 5)"
short loc_401E57,"rgb(51, 187, 6)"
ecx 0E8h,"rgb(51, 186, 7)"
ebx [ecx+68h],"rgb(51, 185, 8)"
ptr [eax+370h],"rgb(51, 184, 9)"
call sub_40139D,"rgb(51, 183, 10)"
ptr [eax+360h],"rgb(51, 182, 11)"
esi [eax+0B0h],"rgb(51, 181, 12)"
short loc_40233D,"rgb(51, 180, 13)"
eax 0FFFFFFA8h,"rgb(51, 179, 14)"
edx 57h,"rgb(51, 178, 15)"
call sub_402316,"rgb(51, 177, 16)"
[eax+98h] edi,"rgb(51, 176, 17)"
short loc_401DCB,"rgb(51, 175, 18)"
short loc_401CAF,"rgb(51, 174, 19)"
esi 0FFFFFFE2h,"rgb(51, 173, 20)"
esi 0FFFFFF8Ch,"rgb(51, 172, 21)"
esi [eax-30h],"rgb(51, 171, 22)"
ptr [edx+394h],"rgb(51, 170, 23)"
[esi+0F8h] edi,"rgb(51, 169, 24)"
[esi+68h] edx,"rgb(51, 168, 25)"
eax 0FFFFFFCCh,"rgb(51, 167, 26)"
short loc_4012BB,"rgb(51, 166, 27)"
call sub_401A36,"rgb(51, 165, 28)"
[esi+194h] ebx,"rgb(51, 164, 29)"
mov [ebx+11Ch],"rgb(51, 163, 30)"
[esi+6Ch] edx,"rgb(51, 162, 31)"
ebx [edx+30h],"rgb(51, 161, 32)"
[edi+50h] esi,"rgb(51, 160, 33)"
esi 4Fh,"rgb(51, 159, 34)"
edx [ebx+0C8h],"rgb(51, 158, 35)"
eax [edi+124h],"rgb(51, 157, 36)"
ecx 0FFFFFFF3h,"rgb(51, 156, 37)"
edi [esi+1A0h],"rgb(51, 155, 38)"
esi 4Dh,"rgb(51, 154, 39)"
[esi+0B4h] ecx,"rgb(51, 153, 40)"
[esi+154h] eax,"rgb(51, 152, 41)"
ecx [edi+0D0h],"rgb(51, 151, 42)"
ecx [edi+144h],"rgb(51, 150, 43)"
call sub_401411,"rgb(50, 194, 0)"
edx [ecx+128h],"rgb(50, 193, 1)"
short loc_401FF7,"rgb(50, 192, 2)"
edx [ebx+144h],"rgb(50, 191, 3)"
edx [ebx+104h],"rgb(50, 190, 4)"
edx [ebx+0E0h],"rgb(50, 189, 5)"
[ebx+5Ch] ecx,"rgb(50, 188, 6)"
ecx 0B6h,"rgb(50, 187, 7)"
[esi+134h] ebx,"rgb(50, 186, 8)"
[esi+114h] edi,"rgb(50, 185, 9)"
eax [ecx+118h],"rgb(50, 184, 10)"
short loc_40116B,"rgb(50, 183, 11)"
edi 98h,"rgb(50, 182, 12)"
ecx [eax+140h],"rgb(50, 181, 13)"
[esi+100h] ebx,"rgb(50, 180, 14)"
[edi+38h] ecx,"rgb(50, 179, 15)"
[ebp+var_2C] 10h,"rgb(50, 178, 16)"
short loc_4018DA,"rgb(50, 177, 17)"
call sub_40191E,"rgb(50, 176, 18)"
ecx [edx-0C8h],"rgb(50, 175, 19)"
edi 55h,"rgb(50, 174, 20)"
edi [eax+84h],"rgb(50, 173, 21)"
call sub_402343,"rgb(50, 172, 22)"
esi [ebx+104h],"rgb(50, 171, 23)"
short loc_401C6B,"rgb(50, 170, 24)"
[edx] 0Ch,"rgb(50, 169, 25)"
ecx [ebx+200h],"rgb(50, 168, 26)"
[esi+0C4h] ecx,"rgb(50, 167, 27)"
[ecx+0FCh] eax,"rgb(50, 166, 28)"
[ecx+0F4h] edx,"rgb(50, 165, 29)"
ebx [edi+104h],"rgb(50, 164, 30)"
call sub_4022D7,"rgb(50, 163, 31)"
esi [ebx+94h],"rgb(50, 162, 32)"
edx [ecx+150h],"rgb(50, 161, 33)"
ecx [ebx+100h],"rgb(50, 160, 34)"
short loc_40153E,"rgb(50, 159, 35)"
short loc_401717,"rgb(50, 158, 36)"
ecx [ebx+11Ch],"rgb(50, 157, 37)"
call sub_401C33,"rgb(50, 156, 38)"
[ecx] 0Dh,"rgb(50, 155, 39)"
[eax+64h] edi,"rgb(50, 154, 40)"
call sub_4023F5,"rgb(50, 153, 41)"
[edi+108h] esi,"rgb(50, 152, 42)"
edi 85h,"rgb(50, 151, 43)"
[ebx+0F0h] ecx,"rgb(50, 150, 44)"
call sub_401EF6,"rgb(55, 168, 20)"
[ebx+0DCh] eax,"rgb(55, 167, 21)"
[ebp+var_14] 9,"rgb(55, 166, 22)"
add [esi+34h],"rgb(55, 165, 23)"
ebx [edi+0D0h],"rgb(55, 164, 24)"
ecx [edx-0F0h],"rgb(55, 163, 25)"
ebx [eax+94h],"rgb(55, 162, 26)"
[ebx+44h] edx,"rgb(55, 161, 27)"
ecx [esi+1BCh],"rgb(55, 160, 28)"
ecx [esi+1B8h],"rgb(55, 159, 29)"
esi [ebp+var_74],"rgb(55, 158, 30)"
ecx [esi+1A0h],"rgb(55, 157, 31)"
esi [eax+174h],"rgb(55, 156, 32)"
short loc_401AD7,"rgb(55, 155, 33)"
[ecx+20h] esi,"rgb(55, 154, 34)"
[edx-4] ecx,"rgb(55, 153, 35)"
ecx [edi+10Ch],"rgb(55, 152, 36)"
short loc_40194F,"rgb(55, 151, 37)"
edx [ebx+16Ch],"rgb(55, 150, 38)"
[eax+0D8h] ecx,"rgb(54, 189, 0)"
esi [edi+1A8h],"rgb(54, 188, 1)"
call sub_401896,"rgb(54, 187, 2)"
eax [esi+214h],"rgb(54, 186, 3)"
ebx 0FFFFFFD0h,"rgb(54, 185, 4)"
esi [ebx+7Ch],"rgb(54, 184, 5)"
[ebx+0C8h] eax,"rgb(54, 183, 6)"
[ebx+0A0h] eax,"rgb(54, 182, 7)"
call sub_401709,"rgb(54, 181, 8)"
[ebx+178h] eax,"rgb(54, 180, 9)"
[ebx+168h] esi,"rgb(54, 179, 10)"
[ebx+15Ch] eax,"rgb(54, 178, 11)"
[ebp+var_18] 6,"rgb(54, 177, 12)"
esi [edi+114h],"rgb(54, 176, 13)"
edi [edx+100h],"rgb(54, 175, 14)"
call sub_401095,"rgb(54, 174, 15)"
ebx [esi+0FCh],"rgb(54, 173, 16)"
edi 2Ah,"rgb(54, 172, 17)"
dw 410h,"rgb(54, 171, 18)"
dw 20Ah,"rgb(54, 170, 19)"
dw 112h,"rgb(54, 169, 20)"
ebx [eax+54h],"rgb(54, 168, 21)"
[ebx+0F0h] edi,"rgb(54, 167, 22)"
mov [ebx+154h],"rgb(54, 166, 23)"
mov [ecx+0B8h],"rgb(54, 165, 24)"
mov [edi+124h],"rgb(54, 164, 25)"
dw 2A0h,"rgb(54, 163, 26)"
mov [eax+12Ch],"rgb(54, 162, 27)"
short loc_406FE4,"rgb(54, 161, 28)"
call sub_401533,"rgb(54, 160, 29)"
add [esi+7Ch],"rgb(54, 159, 30)"
add [esi+6Ch],"rgb(54, 158, 31)"
ecx 0FFFFFF88h,"rgb(54, 157, 32)"
short loc_401C55,"rgb(54, 156, 33)"
short loc_401D01,"rgb(54, 155, 34)"
edi 73h,"rgb(54, 154, 35)"
edx [esi+194h],"rgb(54, 153, 36)"
call sub_402195,"rgb(54, 152, 37)"
eax 76h,"rgb(54, 151, 38)"
[edx-94h] ecx,"rgb(54, 150, 39)"
[ecx+74h] edx,"rgb(53, 190, 0)"
edx [esi+134h],"rgb(53, 189, 1)"
[ebp+var_50] 4,"rgb(53, 188, 2)"
[ebp+var_4] 1Bh,"rgb(53, 187, 3)"
[edi+0A4h] eax,"rgb(53, 186, 4)"
short loc_401693,"rgb(53, 185, 5)"
edi [ecx+0F0h],"rgb(53, 184, 6)"
edi [ecx+78h],"rgb(53, 183, 7)"
ebx [edx+68h],"rgb(53, 182, 8)"
[ecx-4] edi,"rgb(53, 181, 9)"
edx [ebx+154h],"rgb(53, 180, 10)"
[ebx+0A4h] edi,"rgb(53, 179, 11)"
[eax+0C4h] ecx,"rgb(53, 178, 12)"
short loc_4015CF,"rgb(53, 177, 13)"
ecx [eax+12Ch],"rgb(53, 176, 14)"
[ebp+var_1C] 4Ch,"rgb(53, 175, 15)"
eax [ecx-8Ch],"rgb(53, 174, 16)"
ebx [esi+0BCh],"rgb(53, 173, 17)"
short loc_401B5F,"rgb(53, 172, 18)"
esi [ecx+10Ch],"rgb(53, 171, 19)"
edi [ebx+0C0h],"rgb(53, 170, 20)"
dd 0C8h,"rgb(53, 169, 21)"
push ss,"rgb(53, 168, 22)"
eax [ebx+180h],"rgb(53, 167, 23)"
eax [ebx+138h],"rgb(53, 166, 24)"
[ebp+var_14] 64h,"rgb(53, 165, 25)"
eax 86h,"rgb(53, 164, 26)"
esi [ebp-44h],"rgb(53, 163, 27)"
short loc_40170B,"rgb(53, 162, 28)"
short loc_401E9B,"rgb(53, 161, 29)"
eax [edx+124h],"rgb(53, 160, 30)"
eax 0FFFFFFB3h,"rgb(53, 159, 31)"
[ebp+var_8] 19h,"rgb(53, 158, 32)"
short loc_4023AB,"rgb(53, 157, 33)"
short loc_40236F,"rgb(53, 156, 34)"
esi 0C4h,"rgb(53, 155, 35)"
short loc_401CEA,"rgb(53, 154, 36)"
eax 91h,"rgb(53, 153, 37)"
[ecx+118h] eax,"rgb(53, 152, 38)"
ecx 85h,"rgb(53, 151, 39)"
short loc_401227,"rgb(53, 150, 40)"
short loc_401AE7,"rgb(52, 191, 0)"
eax [ebx+1B8h],"rgb(52, 190, 1)"
dw 17Dh,"rgb(52, 189, 2)"
dw 137h,"rgb(52, 188, 3)"
[esi+18Ch] eax,"rgb(52, 187, 4)"
[esi+1A4h] eax,"rgb(52, 186, 5)"
esi 0FFFFFF98h,"rgb(52, 185, 6)"
short loc_401F67,"rgb(52, 184, 7)"
[esi+10h] esi,"rgb(52, 183, 8)"
esi [eax+0F4h],"rgb(52, 182, 9)"
edx [ebx+138h],"rgb(52, 181, 10)"
[eax+100h] ecx,"rgb(52, 180, 11)"
eax 0FFFFFF9Bh,"rgb(52, 179, 12)"
short loc_4022AB,"rgb(52, 178, 13)"
short loc_4022BB,"rgb(52, 177, 14)"
edx 0FEh,"rgb(52, 176, 15)"
[eax] bh,"rgb(52, 175, 16)"
sal byte,"rgb(52, 174, 17)"
eax 0F8h,"rgb(52, 173, 18)"
eax 0A1h,"rgb(52, 172, 19)"
short loc_40177C,"rgb(52, 171, 20)"
dw 88h,"rgb(52, 170, 21)"
[ecx+34h] edi,"rgb(52, 169, 22)"
ecx [esi+164h],"rgb(52, 168, 23)"
call sub_4014BB,"rgb(52, 167, 24)"
call sub_401689,"rgb(52, 166, 25)"
ecx [eax+190h],"rgb(52, 165, 26)"
esi 7Dh,"rgb(52, 164, 27)"
call sub_4018EA,"rgb(52, 163, 28)"
[ebp+var_8] 0Fh,"rgb(52, 162, 29)"
[ebx+88h] ecx,"rgb(52, 161, 30)"
short loc_401CAA,"rgb(52, 160, 31)"
[edi+4] edi,"rgb(52, 159, 32)"
[ebx+104h] edx,"rgb(52, 158, 33)"
[edi+30h] ecx,"rgb(52, 157, 34)"
[ebp-54h] ebx,"rgb(52, 156, 35)"
dw 39h,"rgb(52, 155, 36)"
short loc_401D9F,"rgb(52, 154, 37)"
edx [esi+1E0h],"rgb(52, 153, 38)"
short loc_40213B,"rgb(52, 152, 39)"
call sub_4022AB,"rgb(52, 151, 40)"
esi [eax+0B8h],"rgb(52, 150, 41)"
call sub_401821,"rgb(51, 192, 0)"
[eax+68h] edx,"rgb(51, 191, 1)"
[eax] 19h,"rgb(51, 190, 2)"
edx [eax+1C0h],"rgb(51, 189, 3)"
edx [esi+154h],"rgb(51, 188, 4)"
and [esi+34h],"rgb(51, 187, 5)"
[eax+84h] esi,"rgb(51, 186, 6)"
mov [ebx+138h],"rgb(51, 185, 7)"
edi [esi+130h],"rgb(51, 184, 8)"
short loc_4010A3,"rgb(51, 183, 9)"
edx [ebx+174h],"rgb(51, 182, 10)"
esi 0FFFFFFDCh,"rgb(51, 181, 11)"
edi [eax-108h],"rgb(51, 180, 12)"
edx [edi+0B8h],"rgb(51, 179, 13)"
[ecx+80h] eax,"rgb(51, 178, 14)"
[ecx] ecx,"rgb(51, 177, 15)"
[ecx+88h] eax,"rgb(51, 176, 16)"
edx [ebx+13Ch],"rgb(51, 175, 17)"
short loc_401113,"rgb(51, 174, 18)"
[ebx+58h] edi,"rgb(51, 173, 19)"
[ebx+178h] ecx,"rgb(51, 172, 20)"
[ebx+160h] ecx,"rgb(51, 171, 21)"
[ebp+var_C] 6,"rgb(51, 170, 22)"
ecx 966h,"rgb(51, 169, 23)"
[esi+128h] ebx,"rgb(51, 168, 24)"
edi [edx+50h],"rgb(51, 167, 25)"
esi [edi+74h],"rgb(51, 166, 26)"
ecx [eax-90h],"rgb(51, 165, 27)"
short loc_4010C3,"rgb(51, 164, 28)"
edi [edx+0ACh],"rgb(51, 163, 29)"
and [esi+0Ch],"rgb(51, 162, 30)"
short loc_40115B,"rgb(51, 161, 31)"
short loc_401FD5,"rgb(51, 160, 32)"
call loc_401D50,"rgb(51, 159, 33)"
edi 0FFFFFF98h,"rgb(51, 158, 34)"
[edi+48h] ebx,"rgb(51, 157, 35)"
esi 73h,"rgb(51, 156, 36)"
call sub_40228F,"rgb(51, 155, 37)"
[ebp+var_14] 20h,"rgb(51, 154, 38)"
dd 0C4h,"rgb(51, 153, 39)"
edx [esi+168h],"rgb(51, 152, 40)"
call sub_401E07,"rgb(51, 151, 41)"
edx [esi+16Ch],"rgb(51, 150, 42)"
ebx [esi+120h],"rgb(50, 193, 0)"
[ebp-58h] ebx,"rgb(50, 192, 1)"
[ebx+8Ch] esi,"rgb(50, 191, 2)"
[ebx+98h] edi,"rgb(50, 190, 3)"
esi [ebx+15Ch],"rgb(50, 189, 4)"
[ebp+var_10] 13h,"rgb(50, 188, 5)"
ebx 0F1h,"rgb(50, 187, 6)"
add [esi+40h],"rgb(50, 186, 7)"
call sub_4022FB,"rgb(50, 185, 8)"
[ebx+0ECh] eax,"rgb(50, 184, 9)"
[esi+30h] al,"rgb(50, 183, 10)"
ecx 0E50h,"rgb(50, 182, 11)"
eax [ecx+0DCh],"rgb(50, 181, 12)"
ecx 0FFFFFFA0h,"rgb(50, 180, 13)"
call sub_402023,"rgb(50, 179, 14)"
[ecx+68h] edx,"rgb(50, 178, 15)"
edx [esi+1C8h],"rgb(50, 177, 16)"
edi [ebp-34h],"rgb(50, 176, 17)"
short loc_40133B,"rgb(50, 175, 18)"
short loc_401350,"rgb(50, 174, 19)"
call sub_401397,"rgb(50, 173, 20)"
call sub_40143A,"rgb(50, 172, 21)"
call sub_4017C1,"rgb(50, 171, 22)"
eax [edx+11Ch],"rgb(50, 170, 23)"
short loc_401F27,"rgb(50, 169, 24)"
eax 0FFFFFFCEh,"rgb(50, 168, 25)"
[ebp+var_10] 40h,"rgb(50, 167, 26)"
call sub_4013DA,"rgb(50, 166, 27)"
short loc_40177B,"rgb(50, 165, 28)"
[edx+14h] esi,"rgb(50, 164, 29)"
edi 88h,"rgb(50, 163, 30)"
eax [edx+25Ch],"rgb(50, 162, 31)"
[eax+0ECh] edi,"rgb(50, 161, 32)"
[edx+44h] ecx,"rgb(50, 160, 33)"
ecx [edx-0F8h],"rgb(50, 159, 34)"
eax 0FFFFFFD5h,"rgb(50, 158, 35)"
edx [ecx+10Ch],"rgb(50, 157, 36)"
ecx [edx-0C0h],"rgb(50, 156, 37)"
call sub_4013B2,"rgb(50, 155, 38)"
ecx [edx+0E0h],"rgb(50, 154, 39)"
edi [edx+0B0h],"rgb(50, 153, 40)"
eax [edx-114h],"rgb(50, 152, 41)"
call sub_401E5A,"rgb(50, 151, 42)"
short loc_402021,"rgb(50, 150, 43)"
adc [ebp-1Ch],"rgb(55, 168, 19)"
[ebp+var_14] 2Dh,"rgb(55, 167, 20)"
ebx [eax+68h],"rgb(55, 166, 21)"
esi 3Ah,"rgb(55, 165, 22)"
call sub_401CAA,"rgb(55, 164, 23)"
esi [eax+120h],"rgb(55, 163, 24)"
[ebx+5Ch] edi,"rgb(55, 162, 25)"
[ebx+6Ch] ecx,"rgb(55, 161, 26)"
short loc_401E73,"rgb(55, 160, 27)"
short loc_40214B,"rgb(55, 159, 28)"
short loc_401A2B,"rgb(55, 158, 29)"
