Term,RGB
short loc_403A32,"rgb(128, 47, 129)"
short loc_403A22,"rgb(128, 46, 130)"
short loc_403A4F,"rgb(128, 45, 131)"
short loc_4074F5,"rgb(128, 44, 132)"
short loc_4051FE,"rgb(128, 43, 133)"
short loc_404E1F,"rgb(128, 42, 134)"
short loc_4095A6,"rgb(128, 41, 135)"
edx 0FFFFFF71h,"rgb(128, 40, 136)"
[ebp+var_2C] bl,"rgb(128, 39, 137)"
short loc_405202,"rgb(128, 38, 138)"
short loc_40617C,"rgb(128, 37, 139)"
short loc_40148F,"rgb(128, 36, 140)"
short loc_405228,"rgb(128, 35, 141)"
short loc_40200E,"rgb(128, 34, 142)"
short loc_4065C1,"rgb(128, 33, 143)"
short loc_401C68,"rgb(128, 32, 144)"
short loc_40AE8D,"rgb(128, 31, 145)"
short loc_4012C5,"rgb(128, 30, 146)"
short loc_4035A6,"rgb(128, 29, 147)"
db 24h,"rgb(128, 28, 148)"
db 34h,"rgb(128, 27, 149)"
short loc_405425,"rgb(128, 26, 150)"
short loc_40281F,"rgb(128, 25, 151)"
short loc_405913,"rgb(128, 24, 152)"
short loc_4051CB,"rgb(128, 23, 153)"
short loc_4034DB,"rgb(128, 22, 154)"
mov [edi+eax],"rgb(128, 21, 155)"
esi [ebx+8],"rgb(128, 20, 156)"
short loc_403C9D,"rgb(128, 19, 157)"
short loc_404BC1,"rgb(128, 18, 158)"
short loc_402CE4,"rgb(128, 17, 159)"
call sub_40C7A0,"rgb(159, 16, 128)"
short loc_407DC6,"rgb(159, 15, 129)"
ebx [ecx+ecx*8],"rgb(159, 14, 130)"
short loc_40B0AA,"rgb(159, 13, 131)"
short loc_4058C8,"rgb(159, 12, 132)"
short loc_4012E5,"rgb(159, 11, 133)"
[ebp+var_8] 30h,"rgb(159, 10, 134)"
short loc_4060F9,"rgb(159, 9, 135)"
short loc_40B43A,"rgb(159, 8, 136)"
short loc_4044FC,"rgb(159, 7, 137)"
short loc_408752,"rgb(159, 6, 138)"
short loc_408915,"rgb(159, 5, 139)"
short loc_40B3F9,"rgb(159, 4, 140)"
call sub_40D150,"rgb(159, 3, 141)"
call sub_40D4A0,"rgb(159, 2, 142)"
call sub_40D560,"rgb(159, 1, 143)"
short loc_404E45,"rgb(159, 0, 144)"
short loc_409F7B,"rgb(158, 17, 128)"
short loc_40447B,"rgb(158, 16, 129)"
short loc_405BA3,"rgb(158, 15, 130)"
short loc_408DFC,"rgb(158, 14, 131)"
short loc_407498,"rgb(158, 13, 132)"
short loc_404261,"rgb(158, 12, 133)"
short loc_40B17F,"rgb(158, 11, 134)"
short loc_405C0B,"rgb(158, 10, 135)"
call ds:free,"rgb(158, 9, 136)"
short loc_40B7E7,"rgb(158, 8, 137)"
short loc_404E97,"rgb(158, 7, 138)"
short loc_402001,"rgb(158, 6, 139)"
esi [ebp+var_44],"rgb(158, 5, 140)"
short loc_4039FD,"rgb(158, 4, 141)"
short loc_4044AC,"rgb(158, 3, 142)"
short loc_4058E7,"rgb(158, 2, 143)"
short loc_4036D5,"rgb(158, 1, 144)"
short loc_40AB66,"rgb(158, 0, 145)"
short loc_40B043,"rgb(157, 18, 128)"
short loc_402B2A,"rgb(157, 17, 129)"
short loc_402B3C,"rgb(157, 16, 130)"
short loc_401852,"rgb(157, 15, 131)"
short loc_409DB2,"rgb(157, 14, 132)"
call sub_403C8C,"rgb(157, 13, 133)"
short loc_402DC0,"rgb(157, 12, 134)"
short loc_405E4B,"rgb(157, 11, 135)"
short loc_4043A8,"rgb(157, 10, 136)"
short loc_40928A,"rgb(157, 9, 137)"
short loc_407206,"rgb(157, 8, 138)"
short loc_405C0C,"rgb(157, 7, 139)"
short loc_406474,"rgb(157, 6, 140)"
short loc_403F8E,"rgb(157, 5, 141)"
short loc_403A3C,"rgb(157, 4, 142)"
short loc_40706C,"rgb(157, 3, 143)"
short loc_402B05,"rgb(157, 2, 144)"
short loc_405837,"rgb(157, 1, 145)"
syscall,"rgb(157, 0, 146)"
short loc_408D5A,"rgb(156, 19, 128)"
short loc_4058A7,"rgb(156, 18, 129)"
short loc_405FD2,"rgb(156, 17, 130)"
short loc_4011FB,"rgb(156, 16, 131)"
call sub_403624,"rgb(156, 15, 132)"
short loc_4075B5,"rgb(156, 14, 133)"
short loc_40927D,"rgb(156, 13, 134)"
ecx 0FFFFFF9Dh,"rgb(156, 12, 135)"
short loc_4088B1,"rgb(156, 11, 136)"
short loc_402DAD,"rgb(156, 10, 137)"
short loc_409ECD,"rgb(156, 9, 138)"
edx 0FFFFFF44h,"rgb(156, 8, 139)"
short loc_403660,"rgb(156, 7, 140)"
short loc_4036BF,"rgb(156, 6, 141)"
short loc_404F7F,"rgb(156, 5, 142)"
short loc_40654F,"rgb(156, 4, 143)"
short loc_404EC1,"rgb(156, 3, 144)"
short loc_407E10,"rgb(156, 2, 145)"
short loc_408CCE,"rgb(156, 1, 146)"
short loc_4085CC,"rgb(156, 0, 147)"
short loc_405877,"rgb(155, 20, 128)"
short loc_4020B5,"rgb(155, 19, 129)"
call sub_401B1A,"rgb(155, 18, 130)"
short loc_4050E3,"rgb(155, 17, 131)"
short loc_40200D,"rgb(155, 16, 132)"
short loc_402D3E,"rgb(155, 15, 133)"
short loc_408798,"rgb(155, 14, 134)"
mov [ebp+var_EC],"rgb(155, 13, 135)"
short loc_405EBD,"rgb(155, 12, 136)"
short loc_40B5F1,"rgb(155, 11, 137)"
call sub_401AAA,"rgb(155, 10, 138)"
short loc_403737,"rgb(155, 9, 139)"
short loc_403B43,"rgb(155, 8, 140)"
short loc_402A98,"rgb(155, 7, 141)"
short loc_4042E5,"rgb(155, 6, 142)"
short loc_403C20,"rgb(155, 5, 143)"
call sub_4144A4,"rgb(155, 4, 144)"
esp 478h,"rgb(155, 3, 145)"
short loc_40B447,"rgb(155, 2, 146)"
ecx [ebp-130h],"rgb(155, 1, 147)"
short loc_404541,"rgb(155, 0, 148)"
short loc_4049C0,"rgb(154, 21, 128)"
short loc_4070CD,"rgb(154, 20, 129)"
short loc_40389E,"rgb(154, 19, 130)"
short loc_4057F8,"rgb(154, 18, 131)"
short loc_402A90,"rgb(154, 17, 132)"
edx 0FFFFFF23h,"rgb(154, 16, 133)"
short loc_409F5A,"rgb(154, 15, 134)"
short loc_405118,"rgb(154, 14, 135)"
short loc_4090F9,"rgb(154, 13, 136)"
short loc_401097,"rgb(154, 12, 137)"
short loc_409006,"rgb(154, 11, 138)"
call sub_403922,"rgb(154, 10, 139)"
short loc_405B7B,"rgb(154, 9, 140)"
short loc_40382E,"rgb(154, 8, 141)"
short loc_408810,"rgb(154, 7, 142)"
[esp+2Ch+var_C] ebp,"rgb(154, 6, 143)"
short loc_40907D,"rgb(154, 5, 144)"
ecx 0FFFFFF53h,"rgb(154, 4, 145)"
ecx 0FFFFFF99h,"rgb(154, 3, 146)"
short loc_40948F,"rgb(154, 2, 147)"
call sub_40D980,"rgb(154, 1, 148)"
call sub_406A40,"rgb(154, 0, 149)"
short loc_408118,"rgb(153, 22, 128)"
short loc_4044AD,"rgb(153, 21, 129)"
[esp+10h+arg_4] ebx,"rgb(153, 20, 130)"
short loc_406B36,"rgb(153, 19, 131)"
short loc_4059AC,"rgb(153, 18, 132)"
short loc_406569,"rgb(153, 17, 133)"
short loc_409F04,"rgb(153, 16, 134)"
[esp+44h+var_1C] ecx,"rgb(153, 15, 135)"
short loc_402F35,"rgb(153, 14, 136)"
ecx [esp+48h+var_8],"rgb(153, 13, 137)"
mul [esp+4+arg_C],"rgb(153, 12, 138)"
short loc_404984,"rgb(153, 11, 139)"
short loc_4087A7,"rgb(153, 10, 140)"
edi [esi+40h],"rgb(153, 9, 141)"
short loc_4050B9,"rgb(153, 8, 142)"
edx 0FFFFFF16h,"rgb(153, 7, 143)"
short loc_4071A3,"rgb(153, 6, 144)"
ecx [ebp-1B0h],"rgb(153, 5, 145)"
short loc_4071BD,"rgb(153, 4, 146)"
short loc_4066AA,"rgb(153, 3, 147)"
call sub_4051D1,"rgb(153, 2, 148)"
short loc_4064CE,"rgb(153, 1, 149)"
short loc_403E13,"rgb(153, 0, 150)"
short loc_405EA9,"rgb(152, 23, 128)"
short loc_40536B,"rgb(152, 22, 129)"
short loc_40BF73,"rgb(152, 21, 130)"
short loc_401FFF,"rgb(152, 20, 131)"
short loc_402A21,"rgb(152, 19, 132)"
short loc_4057A1,"rgb(152, 18, 133)"
short loc_406215,"rgb(152, 17, 134)"
[ebp-14Ch] ecx,"rgb(152, 16, 135)"
short loc_407F21,"rgb(152, 15, 136)"
short loc_406D5B,"rgb(152, 14, 137)"
short loc_406038,"rgb(152, 13, 138)"
short loc_40603D,"rgb(152, 12, 139)"
short loc_402F92,"rgb(152, 11, 140)"
short loc_4055ED,"rgb(152, 10, 141)"
eax 1A05h,"rgb(152, 9, 142)"
call sub_401496,"rgb(152, 8, 143)"
eax [ebp-254h],"rgb(152, 7, 144)"
ecx [ebx+ebx],"rgb(152, 6, 145)"
short loc_4032F5,"rgb(152, 5, 146)"
mov [ebp+var_1B4],"rgb(152, 4, 147)"
short loc_404676,"rgb(152, 3, 148)"
short loc_4091DA,"rgb(152, 2, 149)"
short loc_403CC8,"rgb(152, 1, 150)"
short loc_407645,"rgb(152, 0, 151)"
short loc_406C05,"rgb(151, 24, 128)"
cl 0EDh,"rgb(151, 23, 129)"
short loc_403DDF,"rgb(151, 22, 130)"
[esi+eax+4] cl,"rgb(151, 21, 131)"
short loc_4046EB,"rgb(151, 20, 132)"
short loc_4043B4,"rgb(151, 19, 133)"
short loc_40A231,"rgb(151, 18, 134)"
short loc_40A233,"rgb(151, 17, 135)"
short loc_407812,"rgb(151, 16, 136)"
short loc_404336,"rgb(151, 15, 137)"
short loc_404F52,"rgb(151, 14, 138)"
short loc_403376,"rgb(151, 13, 139)"
short loc_405E53,"rgb(151, 12, 140)"
short loc_405E41,"rgb(151, 11, 141)"
short loc_40227F,"rgb(151, 10, 142)"
short loc_40536D,"rgb(151, 9, 143)"
short loc_4059CE,"rgb(151, 8, 144)"
short loc_4051D9,"rgb(151, 7, 145)"
short loc_401202,"rgb(151, 6, 146)"
call sub_40F890,"rgb(151, 5, 147)"
short loc_40A50F,"rgb(151, 4, 148)"
short loc_40BC6E,"rgb(151, 3, 149)"
short loc_4079E1,"rgb(151, 2, 150)"
short loc_4066B9,"rgb(151, 1, 151)"
short loc_40BA30,"rgb(151, 0, 152)"
short loc_404A36,"rgb(150, 25, 128)"
call ds:EnableWindow,"rgb(150, 24, 129)"
short loc_403D42,"rgb(150, 23, 130)"
ptr [eax+2Fh],"rgb(150, 22, 131)"
short loc_40867A,"rgb(150, 21, 132)"
short loc_4053E9,"rgb(150, 20, 133)"
short loc_40711C,"rgb(150, 19, 134)"
short loc_4049E0,"rgb(150, 18, 135)"
short loc_4022E4,"rgb(150, 17, 136)"
short loc_41E56D,"rgb(150, 16, 137)"
short loc_4035D8,"rgb(150, 15, 138)"
short loc_408625,"rgb(150, 14, 139)"
edx 2B50h,"rgb(150, 13, 140)"
short loc_403305,"rgb(150, 12, 141)"
call sub_4084B0,"rgb(150, 11, 142)"
short loc_4042D3,"rgb(150, 10, 143)"
dup(88h),"rgb(150, 9, 144)"
short loc_40432E,"rgb(150, 8, 145)"
short loc_406177,"rgb(150, 7, 146)"
short loc_403A1A,"rgb(150, 6, 147)"
cl 0F6h,"rgb(150, 5, 148)"
cl 0E0h,"rgb(150, 4, 149)"
short loc_40A056,"rgb(150, 3, 150)"
short loc_4056E1,"rgb(150, 2, 151)"
short loc_404F53,"rgb(150, 1, 152)"
short loc_401454,"rgb(150, 0, 153)"
dw 3939h,"rgb(149, 26, 128)"
short loc_403D6B,"rgb(149, 25, 129)"
short loc_401E85,"rgb(149, 24, 130)"
short loc_406C6C,"rgb(149, 23, 131)"
short loc_402FE8,"rgb(149, 22, 132)"
short loc_40523F,"rgb(149, 21, 133)"
short loc_403278,"rgb(149, 20, 134)"
short loc_40D7F2,"rgb(149, 19, 135)"
push 140h,"rgb(149, 18, 136)"
short loc_407BFA,"rgb(149, 17, 137)"
short loc_4073F0,"rgb(149, 16, 138)"
short loc_408732,"rgb(149, 15, 139)"
cl 0C9h,"rgb(149, 14, 140)"
short loc_409223,"rgb(149, 13, 141)"
eax [edx+eax*8],"rgb(149, 12, 142)"
short loc_40792B,"rgb(149, 11, 143)"
call sub_4034DF,"rgb(149, 10, 144)"
short loc_40322F,"rgb(149, 9, 145)"
short loc_40616E,"rgb(149, 8, 146)"
call sub_40D8D0,"rgb(149, 7, 147)"
short loc_407CCC,"rgb(149, 6, 148)"
short loc_40891D,"rgb(149, 5, 149)"
short loc_405CBD,"rgb(149, 4, 150)"
short loc_4093A5,"rgb(149, 3, 151)"
call sub_404330,"rgb(149, 2, 152)"
short loc_4056A2,"rgb(149, 1, 153)"
short loc_405413,"rgb(149, 0, 154)"
short loc_407469,"rgb(148, 27, 128)"
short loc_4090DC,"rgb(148, 26, 129)"
short loc_40472A,"rgb(148, 25, 130)"
short loc_404FC3,"rgb(148, 24, 131)"
short loc_41E77D,"rgb(148, 23, 132)"
short loc_404F01,"rgb(148, 22, 133)"
short loc_4016E0,"rgb(148, 21, 134)"
call sub_404ACA,"rgb(148, 20, 135)"
call sub_40EA80,"rgb(148, 19, 136)"
ecx [ebp-2BCh],"rgb(148, 18, 137)"
short loc_4067EE,"rgb(148, 17, 138)"
eax [ebp+var_480],"rgb(148, 16, 139)"
eax [ebp+var_474],"rgb(148, 15, 140)"
eax [ebp+var_470],"rgb(148, 14, 141)"
short loc_40E94C,"rgb(148, 13, 142)"
short loc_40493F,"rgb(148, 12, 143)"
short loc_406CBA,"rgb(148, 11, 144)"
short loc_408447,"rgb(148, 10, 145)"
short loc_407948,"rgb(148, 9, 146)"
short loc_40881D,"rgb(148, 8, 147)"
short loc_408800,"rgb(148, 7, 148)"
short loc_401255,"rgb(148, 6, 149)"
short loc_401268,"rgb(148, 5, 150)"
short loc_4032B8,"rgb(148, 4, 151)"
push [ebp+lpWindowName],"rgb(148, 3, 152)"
xor [eax+0],"rgb(148, 2, 153)"
short loc_403051,"rgb(148, 1, 154)"
short loc_404F14,"rgb(148, 0, 155)"
short loc_4016A4,"rgb(147, 28, 128)"
cl 0C6h,"rgb(147, 27, 129)"
short loc_401DDF,"rgb(147, 26, 130)"
edx 0FFFFFFE9h,"rgb(147, 25, 131)"
short loc_408B16,"rgb(147, 24, 132)"
short loc_4085FE,"rgb(147, 23, 133)"
dup(0FFh) 68h,"rgb(147, 22, 134)"
short loc_403DA7,"rgb(147, 21, 135)"
short loc_403BE0,"rgb(147, 20, 136)"
short loc_406CC7,"rgb(147, 19, 137)"
short loc_403158,"rgb(147, 18, 138)"
short loc_406223,"rgb(147, 17, 139)"
short loc_405D1A,"rgb(147, 16, 140)"
call sub_404710,"rgb(147, 15, 141)"
short loc_405A7F,"rgb(147, 14, 142)"
short loc_409CEA,"rgb(147, 13, 143)"
short loc_408233,"rgb(147, 12, 144)"
dup(0FFh) 89h,"rgb(147, 11, 145)"
short loc_404990,"rgb(147, 10, 146)"
short loc_4078C9,"rgb(147, 9, 147)"
al [esp+arg_4],"rgb(147, 8, 148)"
short loc_40737F,"rgb(147, 7, 149)"
call sub_402ADC,"rgb(147, 6, 150)"
short loc_40AC0D,"rgb(147, 5, 151)"
short loc_403C12,"rgb(147, 4, 152)"
short loc_40553C,"rgb(147, 3, 153)"
short loc_4060F2,"rgb(147, 2, 154)"
short loc_40D764,"rgb(147, 1, 155)"
short loc_4064BC,"rgb(147, 0, 156)"
short loc_4057D1,"rgb(146, 29, 128)"
short loc_405275,"rgb(146, 28, 129)"
short loc_403C17,"rgb(146, 27, 130)"
cl 0EBh,"rgb(146, 26, 131)"
jz loc_40805A,"rgb(146, 25, 132)"
short loc_407788,"rgb(146, 24, 133)"
short loc_402550,"rgb(146, 23, 134)"
eax [ecx+0FCh],"rgb(146, 22, 135)"
short loc_405749,"rgb(146, 21, 136)"
short loc_403C9A,"rgb(146, 20, 137)"
eax [ecx+16h],"rgb(146, 19, 138)"
short loc_407538,"rgb(146, 18, 139)"
short loc_4063FC,"rgb(146, 17, 140)"
short loc_40640A,"rgb(146, 16, 141)"
short loc_4032BE,"rgb(146, 15, 142)"
short loc_40CEB3,"rgb(146, 14, 143)"
short loc_403163,"rgb(146, 13, 144)"
short loc_407487,"rgb(146, 12, 145)"
short loc_409AA5,"rgb(146, 11, 146)"
call sub_403115,"rgb(146, 10, 147)"
call sub_40BFC0,"rgb(146, 9, 148)"
call sub_4083F0,"rgb(146, 8, 149)"
short loc_402585,"rgb(146, 7, 150)"
short loc_403D09,"rgb(146, 6, 151)"
short loc_401187,"rgb(146, 5, 152)"
call sub_406010,"rgb(146, 4, 153)"
short loc_403234,"rgb(146, 3, 154)"
short loc_405FCE,"rgb(146, 2, 155)"
short loc_409ABE,"rgb(146, 1, 156)"
short loc_40599E,"rgb(146, 0, 157)"
short loc_4059EE,"rgb(145, 30, 128)"
short loc_4012C4,"rgb(145, 29, 129)"
short loc_407AFD,"rgb(145, 28, 130)"
short loc_4031E2,"rgb(145, 27, 131)"
short loc_407C43,"rgb(145, 26, 132)"
short loc_408566,"rgb(145, 25, 133)"
short loc_4031B7,"rgb(145, 24, 134)"
short loc_408A17,"rgb(145, 23, 135)"
short loc_4045A9,"rgb(145, 22, 136)"
short loc_4022E5,"rgb(145, 21, 137)"
short loc_407676,"rgb(145, 20, 138)"
short loc_403E01,"rgb(145, 19, 139)"
short loc_403F22,"rgb(145, 18, 140)"
short loc_403D84,"rgb(145, 17, 141)"
short loc_40707D,"rgb(145, 16, 142)"
short loc_405054,"rgb(145, 15, 143)"
short loc_4017EE,"rgb(145, 14, 144)"
[esp+30h+arg_8] eax,"rgb(145, 13, 145)"
jmp ds:CreateProcessA,"rgb(145, 12, 146)"
short loc_4017E4,"rgb(145, 11, 147)"
short loc_409B66,"rgb(145, 10, 148)"
short loc_405975,"rgb(145, 9, 149)"
short loc_403F98,"rgb(145, 8, 150)"
short loc_402541,"rgb(145, 7, 151)"
cl [esi+eax+4],"rgb(145, 6, 152)"
short loc_4054E8,"rgb(145, 5, 153)"
short loc_40B58B,"rgb(145, 4, 154)"
call sub_406452,"rgb(145, 3, 155)"
short loc_4026ED,"rgb(145, 2, 156)"
push [ebp+lpBuffer],"rgb(145, 1, 157)"
[ebp-144h] eax,"rgb(145, 0, 158)"
jz loc_405C19,"rgb(144, 31, 128)"
short loc_405369,"rgb(144, 30, 129)"
short loc_40779C,"rgb(144, 29, 130)"
short loc_404B1D,"rgb(144, 28, 131)"
short loc_408988,"rgb(144, 27, 132)"
short loc_407066,"rgb(144, 26, 133)"
ecx 0FFFFFF83h,"rgb(144, 25, 134)"
call sub_40A140,"rgb(144, 24, 135)"
short loc_406150,"rgb(144, 23, 136)"
short loc_40126E,"rgb(144, 22, 137)"
short loc_401B94,"rgb(144, 21, 138)"
edx 0FFFFFF65h,"rgb(144, 20, 139)"
call sub_403259,"rgb(144, 19, 140)"
ecx [ebp-2ACh],"rgb(144, 18, 141)"
short loc_4030EE,"rgb(144, 17, 142)"
short loc_4089B2,"rgb(144, 16, 143)"
short loc_406F7E,"rgb(144, 15, 144)"
short loc_40C94F,"rgb(144, 14, 145)"
short loc_405D12,"rgb(144, 13, 146)"
short loc_405341,"rgb(144, 12, 147)"
short loc_401305,"rgb(144, 11, 148)"
short loc_405D61,"rgb(144, 10, 149)"
short loc_4053A5,"rgb(144, 9, 150)"
short loc_4053A7,"rgb(144, 8, 151)"
short loc_405DA1,"rgb(144, 7, 152)"
short loc_401894,"rgb(144, 6, 153)"
short loc_403EDF,"rgb(144, 5, 154)"
[esp+10h+var_4] edx,"rgb(144, 4, 155)"
short loc_4084E9,"rgb(144, 3, 156)"
esi [ebx+esi*4],"rgb(144, 2, 157)"
esi [edi+3Ch],"rgb(144, 1, 158)"
call sub_409844,"rgb(144, 0, 159)"
call sub_408382,"rgb(143, 32, 128)"
call sub_4093D8,"rgb(143, 31, 129)"
short loc_403EC7,"rgb(143, 30, 130)"
edx 0FFFFFF8Fh,"rgb(143, 29, 131)"
short loc_40708C,"rgb(143, 28, 132)"
short loc_408076,"rgb(143, 27, 133)"
short loc_4052CB,"rgb(143, 26, 134)"
short loc_4030C1,"rgb(143, 25, 135)"
short loc_4018BF,"rgb(143, 24, 136)"
call sub_40E2D0,"rgb(143, 23, 137)"
cmp [edx+8],"rgb(143, 22, 138)"
short loc_401961,"rgb(143, 21, 139)"
short loc_402DF1,"rgb(143, 20, 140)"
short loc_401261,"rgb(143, 19, 141)"
short loc_403354,"rgb(143, 18, 142)"
short loc_409DCD,"rgb(143, 17, 143)"
short loc_41BC54,"rgb(143, 16, 144)"
short loc_40331A,"rgb(143, 15, 145)"
short loc_4040A5,"rgb(143, 14, 146)"
short loc_40197C,"rgb(143, 13, 147)"
short loc_40B330,"rgb(143, 12, 148)"
short loc_401199,"rgb(143, 11, 149)"
edi [ebp+var_21C],"rgb(143, 10, 150)"
edx 0FFFFFFA6h,"rgb(143, 9, 151)"
short loc_408BC8,"rgb(143, 8, 152)"
short loc_40EF0A,"rgb(143, 7, 153)"
short loc_403EB7,"rgb(143, 6, 154)"
short loc_403DEB,"rgb(143, 5, 155)"
short loc_403E0D,"rgb(143, 4, 156)"
short loc_401B05,"rgb(143, 3, 157)"
short loc_40636F,"rgb(143, 2, 158)"
cmp dword_412090,"rgb(143, 1, 159)"
short loc_403E47,"rgb(142, 33, 128)"
short loc_4051FF,"rgb(142, 32, 129)"
short loc_4051FB,"rgb(142, 31, 130)"
short loc_4055F9,"rgb(142, 30, 131)"
short loc_404CD0,"rgb(142, 29, 132)"
short loc_4074BA,"rgb(142, 28, 133)"
call sub_40356B,"rgb(142, 27, 134)"
dword_40F058 edx,"rgb(142, 26, 135)"
short loc_40AEC6,"rgb(142, 25, 136)"
short loc_4047A2,"rgb(142, 24, 137)"
short loc_405FD6,"rgb(142, 23, 138)"
call sub_402A9E,"rgb(142, 22, 139)"
short loc_4054F1,"rgb(142, 21, 140)"
short loc_40502F,"rgb(142, 20, 141)"
short loc_40552F,"rgb(142, 19, 142)"
short loc_41A6E8,"rgb(142, 18, 143)"
short loc_405AF4,"rgb(142, 17, 144)"
short loc_4073F7,"rgb(142, 16, 145)"
short loc_40AB65,"rgb(142, 15, 146)"
short loc_406F38,"rgb(142, 14, 147)"
short loc_402BF3,"rgb(142, 13, 148)"
push 640h,"rgb(142, 12, 149)"
ecx [ebp+var_42C],"rgb(142, 11, 150)"
call sub_409E00,"rgb(142, 10, 151)"
call sub_402A68,"rgb(142, 9, 152)"
jmp ds:CoSetProxyBlanket,"rgb(142, 8, 153)"
[ecx+0ACh] 1,"rgb(142, 7, 154)"
call sub_403D66,"rgb(142, 6, 155)"
short loc_407911,"rgb(142, 5, 156)"
short loc_4030D9,"rgb(142, 4, 157)"
short loc_402CDE,"rgb(142, 3, 158)"
short loc_40CD87,"rgb(142, 2, 159)"
short loc_40C9BF,"rgb(141, 34, 128)"
short loc_40573D,"rgb(141, 33, 129)"
short loc_407982,"rgb(141, 32, 130)"
short loc_4053DE,"rgb(141, 31, 131)"
[esp+10h+arg_4] 0,"rgb(141, 30, 132)"
short loc_408477,"rgb(141, 29, 133)"
short loc_40263F,"rgb(141, 28, 134)"
short loc_402604,"rgb(141, 27, 135)"
esi [ebx+1],"rgb(141, 26, 136)"
short loc_4072B3,"rgb(141, 25, 137)"
ecx [ebp+var_408],"rgb(141, 24, 138)"
short loc_4046E5,"rgb(141, 23, 139)"
short loc_4082EB,"rgb(141, 22, 140)"
short loc_408E6F,"rgb(141, 21, 141)"
short loc_404F8E,"rgb(141, 20, 142)"
short loc_406C0F,"rgb(141, 19, 143)"
ptr [esi+0D8h],"rgb(141, 18, 144)"
short loc_4052EC,"rgb(141, 17, 145)"
short loc_4028E9,"rgb(141, 16, 146)"
call sub_402A35,"rgb(141, 15, 147)"
short loc_404304,"rgb(141, 14, 148)"
short loc_402575,"rgb(141, 13, 149)"
ebp [esp+0Ch+arg_8],"rgb(141, 12, 150)"
eax 0FFFFFF47h,"rgb(141, 11, 151)"
short loc_401A21,"rgb(141, 10, 152)"
short loc_403EDC,"rgb(141, 9, 153)"
eax 0FFFFFF21h,"rgb(141, 8, 154)"
short loc_4076A8,"rgb(141, 7, 155)"
bl 63h,"rgb(141, 6, 156)"
short loc_40563C,"rgb(141, 5, 157)"
short loc_403F42,"rgb(141, 4, 158)"
short loc_40574C,"rgb(141, 3, 159)"
short loc_406379,"rgb(140, 35, 128)"
eax [ebp-1F0h],"rgb(140, 34, 129)"
call sub_403B71,"rgb(140, 33, 130)"
short loc_40548A,"rgb(140, 32, 131)"
short loc_40341C,"rgb(140, 31, 132)"
short loc_405D0F,"rgb(140, 30, 133)"
ptr [esi+128h],"rgb(140, 29, 134)"
short loc_4018A7,"rgb(140, 28, 135)"
short loc_402CC2,"rgb(140, 27, 136)"
short loc_40AEB7,"rgb(140, 26, 137)"
short loc_4045AC,"rgb(140, 25, 138)"
short loc_41A69B,"rgb(140, 24, 139)"
short loc_4045B1,"rgb(140, 23, 140)"
short loc_402F7D,"rgb(140, 22, 141)"
short loc_40542C,"rgb(140, 21, 142)"
short loc_405246,"rgb(140, 20, 143)"
short loc_40998B,"rgb(140, 19, 144)"
short loc_404088,"rgb(140, 18, 145)"
short loc_407343,"rgb(140, 17, 146)"
short loc_407FE5,"rgb(140, 16, 147)"
short loc_4053A9,"rgb(140, 15, 148)"
ptr [esi+138h],"rgb(140, 14, 149)"
dup(0EAh),"rgb(140, 13, 150)"
eax 0B13h,"rgb(140, 12, 151)"
short loc_40188F,"rgb(140, 11, 152)"
short loc_4040C5,"rgb(140, 10, 153)"
short loc_403FA6,"rgb(140, 9, 154)"
short loc_405C39,"rgb(140, 8, 155)"
edx [esp+54h+var_40],"rgb(140, 7, 156)"
ecx 0FFFFFF70h,"rgb(140, 6, 157)"
short loc_406E08,"rgb(140, 5, 158)"
short loc_405703,"rgb(140, 4, 159)"
[ebp-27Ch] eax,"rgb(139, 36, 128)"
call sub_403343,"rgb(139, 35, 129)"
short loc_408125,"rgb(139, 34, 130)"
short loc_40810B,"rgb(139, 33, 131)"
short loc_406DA9,"rgb(139, 32, 132)"
call sub_40DF00,"rgb(139, 31, 133)"
short loc_405A5B,"rgb(139, 30, 134)"
short loc_404172,"rgb(139, 29, 135)"
short loc_4050EA,"rgb(139, 28, 136)"
short loc_404017,"rgb(139, 27, 137)"
cl 89h,"rgb(139, 26, 138)"
cl 8Dh,"rgb(139, 25, 139)"
call sub_401F7A,"rgb(139, 24, 140)"
short loc_4078D2,"rgb(139, 23, 141)"
short loc_401935,"rgb(139, 22, 142)"
short loc_404019,"rgb(139, 21, 143)"
short loc_40358F,"rgb(139, 20, 144)"
short loc_401B7A,"rgb(139, 19, 145)"
short loc_4041CB,"rgb(139, 18, 146)"
short loc_404E09,"rgb(139, 17, 147)"
short loc_40832D,"rgb(139, 16, 148)"
short loc_409C80,"rgb(139, 15, 149)"
short loc_408373,"rgb(139, 14, 150)"
ptr [esp+0Ch+arg_8],"rgb(139, 13, 151)"
aT db,"rgb(139, 12, 152)"
short loc_410125,"rgb(139, 11, 153)"
short loc_405C20,"rgb(139, 10, 154)"
short loc_40727D,"rgb(139, 9, 155)"
call sub_403EBD,"rgb(139, 8, 156)"
short loc_40AD32,"rgb(139, 7, 157)"
short loc_4078BF,"rgb(139, 6, 158)"
short loc_403E20,"rgb(139, 5, 159)"
short loc_4028F4,"rgb(138, 37, 128)"
short loc_4043D0,"rgb(138, 36, 129)"
short loc_404D69,"rgb(138, 35, 130)"
short loc_40B50F,"rgb(138, 34, 131)"
