Term,RGB
ptr es:[di],"rgb(200, 104, 165)"
[esi] 6,"rgb(200, 103, 166)"
[esi] 2,"rgb(200, 102, 167)"
cmovs ebp,"rgb(200, 101, 168)"
edx si,"rgb(200, 117, 151)"
shufps xmm1,"rgb(200, 116, 152)"
test bp,"rgb(200, 115, 153)"
psllq xmm1,"rgb(200, 114, 154)"
addps xmm1,"rgb(200, 113, 155)"
1 0,"rgb(200, 112, 156)"
movhps qword,"rgb(200, 111, 157)"
fdivp st(2),"rgb(200, 110, 158)"
jmp ecx,"rgb(200, 109, 159)"
pcmpeqb mm6,"rgb(200, 108, 160)"
subps xmm1,"rgb(200, 107, 161)"
ymm4 ymm3,"rgb(200, 106, 162)"
si 9,"rgb(200, 105, 163)"
punpckldq mm1,"rgb(200, 104, 164)"
ficomp word,"rgb(200, 103, 165)"
femms,"rgb(200, 102, 166)"
edx di,"rgb(200, 101, 167)"
sbb esp,"rgb(200, 116, 151)"
syscall,"rgb(200, 115, 152)"
mul byte,"rgb(200, 114, 153)"
fidivr word,"rgb(200, 113, 154)"
cx 7,"rgb(200, 112, 155)"
paddb mm1,"rgb(200, 111, 156)"
cmovb ebp,"rgb(200, 110, 157)"
imul bl,"rgb(200, 109, 158)"
dh 5,"rgb(200, 108, 159)"
punpckhdq mm5,"rgb(200, 107, 160)"
fimul dword,"rgb(200, 106, 161)"
fimul word,"rgb(200, 105, 162)"
cx 6,"rgb(200, 104, 163)"
pcmpeqw mm6,"rgb(200, 103, 164)"
es ebx,"rgb(200, 102, 165)"
punpcklbw mm7,"rgb(200, 101, 166)"
pand mm1,"rgb(200, 115, 151)"
fdiv st(1),"rgb(200, 114, 152)"
ymm3 ymm7,"rgb(200, 113, 153)"
dh 7,"rgb(200, 112, 154)"
bp dx,"rgb(200, 111, 155)"
prefetch byte,"rgb(200, 110, 156)"
xchg dl,"rgb(200, 109, 157)"
[esp] 4,"rgb(200, 108, 158)"
[esi] 4,"rgb(200, 107, 159)"
fcos,"rgb(200, 106, 160)"
neg byte,"rgb(200, 105, 161)"
ymm0 ymm4,"rgb(200, 104, 162)"
bp ax,"rgb(200, 103, 163)"
lds esp,"rgb(200, 102, 164)"
di bp,"rgb(200, 101, 165)"
inc dx,"rgb(200, 114, 151)"
fcom st(2),"rgb(200, 113, 152)"
psubb mm1,"rgb(200, 112, 153)"
div byte,"rgb(200, 111, 154)"
sysenter,"rgb(200, 110, 155)"
[esi] 5,"rgb(200, 109, 156)"
and bp,"rgb(200, 108, 157)"
2 0,"rgb(200, 107, 158)"
[edx] bx,"rgb(200, 106, 159)"
[edi] 3,"rgb(200, 105, 160)"
shufps xmm0,"rgb(200, 104, 161)"
bh 4,"rgb(200, 103, 162)"
[esi] 8,"rgb(200, 102, 163)"
xor bp,"rgb(200, 101, 164)"
cmovs esi,"rgb(200, 113, 151)"
dx bp,"rgb(200, 112, 152)"
[ebx] ebx,"rgb(200, 111, 153)"
[edi] si,"rgb(200, 110, 154)"
movups xmm4,"rgb(200, 109, 155)"
psllq mm1,"rgb(200, 108, 156)"
dh 3,"rgb(200, 107, 157)"
[edi] 2,"rgb(200, 106, 158)"
pslld mm1,"rgb(200, 105, 159)"
rol bl,"rgb(200, 104, 160)"
di 2,"rgb(200, 103, 161)"
cs:[ecx] esi,"rgb(200, 102, 162)"
3 0,"rgb(200, 101, 163)"
bx bp,"rgb(200, 112, 151)"
ss:[ebx] dh,"rgb(200, 111, 152)"
orps xmm0,"rgb(200, 110, 153)"
xorps xmm5,"rgb(200, 109, 154)"
lar eax,"rgb(200, 108, 155)"
bh 3,"rgb(200, 107, 156)"
xchg bl,"rgb(200, 106, 157)"
ebx di,"rgb(200, 105, 158)"
movhlps xmm7,"rgb(200, 104, 159)"
fisttp qword,"rgb(200, 103, 160)"
fmul st(3),"rgb(200, 102, 161)"
[ecx] 3,"rgb(200, 101, 162)"
[edx] cs,"rgb(200, 111, 151)"
[edi] 7,"rgb(200, 110, 152)"
esp esp,"rgb(200, 109, 153)"
fsub st(2),"rgb(200, 108, 154)"
andps xmm1,"rgb(200, 107, 155)"
[edx] 8,"rgb(200, 106, 156)"
pcmpeqb mm1,"rgb(200, 105, 157)"
cmova ebp,"rgb(200, 104, 158)"
esp edx,"rgb(200, 103, 159)"
cmovno eax,"rgb(200, 102, 160)"
[edi] xmm2,"rgb(200, 101, 161)"
[ebx] si,"rgb(200, 110, 151)"
fisubr dword,"rgb(200, 109, 152)"
andpd xmm3,"rgb(200, 108, 153)"
cvtdq2ps xmm1,"rgb(200, 107, 154)"
[edi] 5,"rgb(200, 106, 155)"
[eax] cs,"rgb(200, 105, 156)"
6 0,"rgb(200, 104, 157)"
inc bx,"rgb(200, 103, 158)"
sar al,"rgb(200, 102, 159)"
ymm7 ymm1,"rgb(200, 101, 160)"
[ebx] bp,"rgb(200, 109, 151)"
paddb mm7,"rgb(200, 108, 152)"
si 7,"rgb(200, 107, 153)"
[edi] 6,"rgb(200, 106, 154)"
ymm2 ymm7,"rgb(200, 105, 155)"
fbld tbyte,"rgb(200, 104, 156)"
sar dh,"rgb(200, 103, 157)"
imul di,"rgb(200, 102, 158)"
si 1,"rgb(200, 101, 159)"
movlps xmm0,"rgb(200, 108, 151)"
si bp,"rgb(200, 107, 152)"
rsqrtps xmm0,"rgb(200, 106, 153)"
[esi] bp,"rgb(200, 105, 154)"
ch 5,"rgb(200, 104, 155)"
4 0,"rgb(200, 103, 156)"
[edx] esp,"rgb(200, 102, 157)"
[esi] 7,"rgb(200, 101, 158)"
inc di,"rgb(200, 107, 151)"
edx [esp],"rgb(200, 106, 152)"
si 2,"rgb(200, 105, 153)"
rcl al,"rgb(200, 104, 154)"
cmovge esi,"rgb(200, 103, 155)"
mul ebp,"rgb(200, 102, 156)"
bound ebx,"rgb(200, 101, 157)"
fisubr word,"rgb(200, 106, 151)"
fs:[esi] dh,"rgb(200, 105, 152)"
inc ah,"rgb(200, 104, 153)"
fs:[edx] al,"rgb(200, 103, 154)"
fs:[eax] cl,"rgb(200, 102, 155)"
andnps xmm1,"rgb(200, 101, 156)"
andps xmm4,"rgb(200, 105, 151)"
movlhps xmm5,"rgb(200, 104, 152)"
movhlps xmm5,"rgb(200, 103, 153)"
orps xmm2,"rgb(200, 102, 154)"
movlhps xmm6,"rgb(200, 101, 155)"
cmovns ebp,"rgb(200, 104, 151)"
[edi] ss,"rgb(200, 103, 152)"
es esi,"rgb(200, 102, 153)"
esi di,"rgb(200, 101, 154)"
xchg ch,"rgb(200, 103, 151)"
rol ah,"rgb(200, 102, 152)"
ymm2 ymm4,"rgb(200, 101, 153)"
fsubp st(4),"rgb(200, 102, 151)"
[ecx] 9,"rgb(200, 101, 152)"
ebx es,"rgb(200, 101, 151)"
